STATE,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP,st_case_year,idno
10,100005,0,1,5,16,1,0,0,0,760,0,1,7,1,7,8,7,1,3,9,8,750,0,100005_2016,1
10,100006,0,1,5,54,1,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100006_2016,2
10,100007,0,1,5,60,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100007_2016,3
10,100023,0,1,5,14,1,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100023_2016,4
10,100024,0,1,5,84,1,0,0,0,410,0,3,7,4,7,8,7,8,8,8,8,400,0,100024_2016,5
10,100027,0,1,5,36,1,0,0,0,320,0,3,7,3,7,8,7,8,8,8,8,350,0,100027_2016,6
10,100032,0,1,6,47,1,0,0,0,0,155,7,1,77,1,7,2,7,7,7,7,0,158,100032_2016,7
10,100034,0,1,5,47,1,1,1,0,760,0,1,7,2,7,2,7,3,3,1,1b,750,0,100034_2016,8
10,100038,0,1,5,34,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,100038_2016,9
10,100039,0,1,5,76,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100039_2016,10
10,100048,0,1,5,41,1,0,0,0,320,0,3,7,4,7,8,7,8,8,8,8,350,0,100048_2016,11
10,100051,0,1,5,42,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,100051_2016,12
10,100052,0,1,5,59,1,0,1,0,742,0,2,7,3,7,1,7,2,3,2,4b,740,0,100052_2016,13
10,100056,0,1,5,62,2,1,0,0,760,0,1,7,2,7,4,7,3,3,2,3a,750,0,100056_2016,14
10,100060,0,1,5,15,1,1,0,0,741,0,2,7,3,7,4,7,3,3,2,4a,740,0,100060_2016,15
10,100061,0,1,5,28,1,1,0,0,760,0,1,7,2,7,1,7,4,3,1,1a,750,0,100061_2016,16
10,100062,0,1,5,49,2,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,100062_2016,17
10,100072,0,1,5,45,2,1,1,0,760,0,2,7,3,7,1,7,2,3,2,4b,750,0,100072_2016,18
10,100074,0,1,5,55,1,1,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100074_2016,19
10,100075,0,1,5,30,1,0,0,0,690,0,1,7,1,7,4,7,3,3,2,4a,990,0,100075_2016,20
10,100076,0,1,5,41,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100076_2016,21
10,100088,0,1,5,37,2,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,100088_2016,22
10,100090,0,1,5,32,1,0,0,0,230,0,3,7,3,7,8,7,8,8,8,8,100,0,100090_2016,23
10,100100,0,1,5,64,1,0,0,0,320,0,3,7,4,7,8,7,8,8,8,8,350,0,100100_2016,24
10,100103,0,1,5,54,2,1,1,0,760,0,2,7,3,7,9,7,4,3,1,2c,750,0,100103_2016,25
10,100104,0,1,5,84,1,1,1,0,741,0,2,7,3,7,2,7,1,3,2,4a,740,0,100104_2016,26
10,100107,0,1,5,72,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,100107_2016,27
10,100110,0,1,5,42,2,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100110_2016,28
10,100111,0,1,6,20,2,0,0,0,0,160,7,1,77,1,7,9,7,7,7,7,0,190,100111_2016,29
11,110001,0,1,5,36,1,1,0,0,770,0,1,7,2,7,2,7,3,3,1,1b,750,0,110001_2016,30
11,110002,0,1,5,77,2,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,110002_2016,31
11,110007,0,1,6,23,1,1,1,0,0,160,7,1,77,3,7,3,7,7,7,7,0,190,110007_2016,32
11,110013,0,1,5,44,1,0,1,0,741,0,2,7,3,7,4,7,3,3,2,4a,740,0,110013_2016,33
11,110014,0,1,5,29,1,1,1,0,690,0,1,7,2,7,4,7,3,3,1,1a,990,0,110014_2016,34
11,110019,0,1,5,30,1,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,110019_2016,35
11,110020,0,1,5,23,1,0,1,0,120,0,3,7,3,7,8,7,8,8,8,8,100,0,110020_2016,36
11,110022,0,1,5,62,1,0,1,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,110022_2016,37
11,110026,0,1,5,54,2,1,1,0,770,0,3,7,2,7,8,7,8,8,8,8,750,0,110026_2016,38
24,240002,0,1,5,45,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240002_2016,39
24,240003,0,1,5,51,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240003_2016,40
24,240006,0,1,5,47,2,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0,240006_2016,41
24,240008,0,1,5,71,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240008_2016,42
24,240011,0,1,5,67,1,1,1,0,781,0,1,7,2,7,2,7,4,1,2,11b,790,0,240011_2016,43
24,240015,0,1,5,57,2,0,0,0,620,0,3,7,3,7,8,7,8,8,8,8,600,0,240015_2016,44
24,240031,0,1,5,60,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,240031_2016,45
24,240035,0,1,5,34,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240035_2016,46
24,240036,0,1,5,35,2,0,0,0,760,0,1,7,9,7,9,7,2,3,2,4c,750,0,240036_2016,47
24,240039,0,1,5,51,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,240039_2016,48
24,240050,0,1,5,5,2,0,0,0,312,0,3,7,3,7,8,7,8,8,8,8,310,0,240050_2016,49
24,240052,0,1,6,50,1,0,0,0,0,280,7,1,77,1,7,9,7,7,7,7,0,290,240052_2016,50
24,240054,0,1,5,64,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240054_2016,51
24,240055,0,1,5,26,2,1,0,0,690,0,1,7,2,7,3,7,2,3,2,3a,990,0,240055_2016,52
24,240059,0,1,5,48,1,0,0,0,680,0,3,7,4,7,8,7,8,8,8,8,990,0,240059_2016,53
24,240072,0,1,5,19,1,0,0,0,420,0,3,7,4,7,8,7,8,8,8,8,400,0,240072_2016,54
24,240074,0,1,5,21,1,1,0,0,742,0,1,7,2,7,2,7,1,3,1,1a,740,0,240074_2016,55
24,240075,0,1,5,83,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240075_2016,56
24,240079,0,1,5,21,1,0,0,0,459,0,3,7,3,7,8,7,8,8,8,8,400,0,240079_2016,57
24,240082,0,1,5,65,1,0,0,0,459,0,1,7,1,7,9,7,1,3,1,2c,400,0,240082_2016,58
24,240088,0,1,6,10,1,1,0,0,0,380,7,3,77,3,7,3,7,7,7,7,0,190,240088_2016,59
24,240091,0,1,5,47,1,1,1,0,770,0,1,7,2,7,9,7,3,1,2,11c,750,0,240091_2016,60
24,240094,0,1,5,36,1,0,0,0,459,0,3,7,3,7,8,7,8,8,8,8,400,0,240094_2016,61
24,240097,0,1,5,30,1,0,0,0,440,0,3,7,4,7,8,7,8,8,8,8,400,0,240097_2016,62
24,240100,0,1,5,60,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240100_2016,63
24,240104,0,1,5,54,1,0,0,0,760,0,1,7,1,7,2,7,1,3,2,4a,750,0,240104_2016,64
24,240107,0,1,5,56,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240107_2016,65
24,240111,0,1,5,23,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,240111_2016,66
24,240114,0,1,5,46,2,0,0,0,459,0,3,7,3,7,8,7,8,8,8,8,400,0,240114_2016,67
24,240116,0,1,5,19,2,1,0,0,760,0,1,7,1,7,9,7,1,3,2,4c,750,0,240116_2016,68
24,240119,0,1,5,59,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,240119_2016,69
24,240125,0,1,5,22,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240125_2016,70
24,240126,0,1,5,23,1,0,0,0,311,0,3,7,4,7,8,7,8,8,8,8,310,0,240126_2016,71
24,240126,0,2,5,48,1,0,0,0,311,0,3,7,3,7,8,7,8,8,8,8,310,0,240126_2016,72
24,240127,0,1,5,47,2,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,240127_2016,73
24,240129,0,1,8,57,1,0,0,0,690,0,1,7,9,7,9,7,4,3,1,2c,990,0,240129_2016,74
24,240133,0,1,5,16,2,1,0,0,760,0,1,7,2,7,1,7,2,3,2,3b,750,0,240133_2016,75
24,240139,0,1,6,16,1,0,0,0,0,800,7,3,77,1,7,2,7,7,7,7,0,850,240139_2016,76
24,240142,0,1,6,57,1,0,0,0,0,319,7,3,77,1,7,3,7,7,7,7,0,310,240142_2016,77
24,240147,0,1,5,28,1,0,0,0,610,0,1,7,1,7,3,7,4,3,1,2b,600,0,240147_2016,78
24,240152,0,1,5,22,2,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,240152_2016,79
24,240160,0,1,5,52,1,0,0,0,760,0,1,7,1,7,4,7,3,3,1,2a,750,0,240160_2016,80
24,240162,0,1,5,39,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240162_2016,81
24,240170,0,1,5,67,1,1,0,0,760,0,1,7,2,7,2,7,3,3,1,1b,750,0,240170_2016,82
24,240175,0,1,6,60,2,0,0,0,0,280,7,1,77,1,7,1,7,7,7,7,0,290,240175_2016,83
24,240179,0,1,5,3,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240179_2016,84
24,240179,0,2,5,25,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240179_2016,85
24,240200,0,1,5,34,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240200_2016,86
24,240203,0,1,6,18,1,0,0,0,0,280,7,3,77,1,7,1,7,7,7,7,0,290,240203_2016,87
24,240207,0,1,5,76,1,1,0,0,781,0,1,7,2,7,4,7,2,1,2,11b,790,0,240207_2016,88
24,240210,0,1,5,14,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240210_2016,89
24,240211,0,1,5,27,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240211_2016,90
24,240224,0,1,5,20,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240224_2016,91
24,240226,0,1,5,44,1,1,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240226_2016,92
24,240229,0,1,5,52,1,1,1,0,760,0,1,7,2,7,1,7,2,3,2,3b,750,0,240229_2016,93
24,240231,0,1,5,998,1,0,0,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0,240231_2016,94
24,240232,0,1,5,62,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240232_2016,95
24,240247,0,1,5,77,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240247_2016,96
24,240252,0,1,5,26,2,0,0,0,710,0,2,7,3,7,1,7,2,3,1,2b,720,0,240252_2016,97
24,240261,0,1,5,90,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240261_2016,98
24,240264,0,1,5,54,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240264_2016,99
24,240271,0,1,6,15,2,1,0,0,0,160,7,1,77,3,7,9,7,7,7,7,0,190,240271_2016,100
24,240272,0,1,5,66,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240272_2016,101
24,240277,0,1,5,20,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240277_2016,102
24,240279,0,1,6,42,1,0,0,0,0,115,7,1,77,1,7,1,7,7,7,7,0,110,240279_2016,103
24,240280,0,1,5,29,1,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0,240280_2016,104
24,240284,0,1,5,23,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240284_2016,105
24,240291,0,1,6,25,1,0,0,0,0,155,7,1,77,1,7,9,7,7,7,7,0,158,240291_2016,106
24,240292,0,1,5,25,2,1,0,0,770,0,3,7,2,7,8,7,8,8,8,8,750,0,240292_2016,107
24,240294,0,1,5,74,2,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,240294_2016,108
24,240302,0,1,5,50,1,0,0,0,320,0,3,7,3,7,8,7,8,8,8,8,350,0,240302_2016,109
24,240305,0,1,5,63,1,0,0,0,430,0,3,7,3,7,8,7,8,8,8,8,400,0,240305_2016,110
24,240310,0,1,6,77,1,1,0,0,0,154,7,1,77,3,7,9,7,7,7,7,0,150,240310_2016,111
24,240312,0,1,5,22,9,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,240312_2016,112
24,240313,0,1,5,68,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240313_2016,113
24,240313,0,2,5,50,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240313_2016,114
24,240318,0,1,5,67,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240318_2016,115
24,240321,0,1,5,20,2,1,1,0,741,0,1,7,2,7,1,7,2,3,1,1b,740,0,240321_2016,116
24,240323,0,1,5,54,1,1,0,0,741,0,1,7,1,7,1,7,2,3,2,4b,740,0,240323_2016,117
24,240324,0,1,6,81,1,1,0,0,0,380,7,3,77,3,7,3,7,7,7,7,0,190,240324_2016,118
24,240325,0,1,5,64,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240325_2016,119
24,240327,0,1,5,46,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240327_2016,120
24,240332,0,1,5,18,2,0,0,0,120,0,3,7,3,7,8,7,8,8,8,8,100,0,240332_2016,121
24,240332,0,2,5,18,1,0,0,0,120,0,3,7,3,7,8,7,8,8,8,8,100,0,240332_2016,122
24,240334,0,1,5,30,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240334_2016,123
24,240335,0,1,6,44,1,0,0,0,0,311,7,3,77,1,7,3,7,7,7,7,0,310,240335_2016,124
24,240336,0,1,5,52,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240336_2016,125
24,240337,0,1,5,47,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240337_2016,126
24,240339,0,1,6,17,1,0,0,0,0,280,7,3,77,1,7,1,7,7,7,7,0,290,240339_2016,127
24,240343,0,1,5,66,1,0,0,0,742,0,1,7,1,7,4,7,3,3,2,4a,740,0,240343_2016,128
24,240345,0,1,6,31,1,1,0,0,0,180,7,1,77,3,7,3,7,7,7,7,0,190,240345_2016,129
24,240348,0,1,5,49,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240348_2016,130
24,240352,0,1,5,60,1,1,0,0,760,0,1,7,2,7,2,7,1,3,1,1a,750,0,240352_2016,131
24,240353,0,1,5,23,2,0,0,0,150,0,3,7,3,7,8,7,8,8,8,8,100,0,240353_2016,132
24,240357,0,1,5,81,1,0,0,0,160,0,3,7,3,7,8,7,8,8,8,8,100,0,240357_2016,133
24,240358,0,1,5,45,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240358_2016,134
24,240372,0,1,5,49,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240372_2016,135
24,240376,0,1,5,23,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240376_2016,136
24,240379,0,1,6,59,1,0,0,0,0,280,7,3,77,1,7,1,7,7,7,7,0,290,240379_2016,137
24,240387,0,1,5,41,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240387_2016,138
24,240393,0,1,5,26,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240393_2016,139
24,240394,0,1,5,71,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240394_2016,140
24,240397,0,1,8,49,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240397_2016,141
24,240400,0,1,5,55,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240400_2016,142
24,240405,0,1,5,26,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,240405_2016,143
24,240406,0,1,5,37,1,0,0,0,313,0,3,7,3,7,8,7,8,8,8,8,600,0,240406_2016,144
24,240412,0,1,5,55,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240412_2016,145
24,240414,0,1,5,23,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240414_2016,146
24,240415,0,1,8,4,1,0,0,0,250,0,3,7,3,7,8,7,8,8,8,8,100,0,240415_2016,147
24,240415,0,2,8,35,1,0,0,0,250,0,3,7,3,7,8,7,8,8,8,8,100,0,240415_2016,148
24,240417,0,1,5,50,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240417_2016,149
24,240422,0,1,5,65,1,0,0,1,440,0,3,7,3,7,8,7,8,8,8,8,400,0,240422_2016,150
24,240424,0,1,5,52,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240424_2016,151
24,240425,0,1,5,53,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240425_2016,152
24,240430,0,1,5,81,2,0,0,0,770,0,1,7,1,7,3,7,4,3,1,2b,750,0,240430_2016,153
24,240431,0,1,5,53,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240431_2016,154
24,240433,0,1,5,9,2,1,1,1,140,0,1,7,2,7,8,7,4,3,9,8,100,0,240433_2016,155
24,240433,0,2,5,36,2,1,1,1,140,0,1,7,2,7,8,7,4,3,9,8,100,0,240433_2016,156
24,240433,0,3,5,9,2,1,1,1,190,0,9,7,9,7,8,7,4,3,9,8,100,0,240433_2016,157
24,240436,0,1,5,63,2,1,0,0,690,0,1,7,2,7,2,7,1,3,1,1a,990,0,240436_2016,158
24,240437,0,1,5,81,1,0,0,0,742,0,3,7,3,7,8,7,8,8,8,8,740,0,240437_2016,159
24,240453,0,1,5,78,1,0,0,0,140,0,3,7,4,7,8,7,8,8,8,8,100,0,240453_2016,160
24,240455,0,1,5,52,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240455_2016,161
24,240455,0,2,5,51,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240455_2016,162
24,240457,0,1,5,52,1,0,0,0,760,0,2,7,3,7,2,7,3,3,1,2b,750,0,240457_2016,163
24,240458,0,1,5,61,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240458_2016,164
24,240460,0,1,6,53,1,0,0,0,0,319,7,3,77,1,7,3,7,7,7,7,0,310,240460_2016,165
24,240467,0,1,5,29,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240467_2016,166
24,240472,0,1,5,32,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240472_2016,167
24,240472,0,2,5,56,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240472_2016,168
24,240477,0,1,5,24,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240477_2016,169
24,240479,0,1,5,35,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240479_2016,170
10,100004,0,1,5,69,1,1,0,0,760,0,1,7,2,7,3,7,4,3,1,1b,750,0,100004_2015,4591
10,100006,0,1,5,44,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,100006_2015,4592
10,100007,0,1,5,79,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,100007_2015,4593
10,100013,0,1,5,22,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,100013_2015,4594
10,100014,0,1,5,21,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100014_2015,4595
10,100024,0,1,5,49,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100024_2015,4596
10,100027,0,1,5,78,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100027_2015,4597
10,100029,0,1,8,19,1,0,0,0,312,0,3,7,3,7,8,7,8,8,8,8,310,0,100029_2015,4598
10,100031,0,1,5,22,2,1,9,0,741,0,1,7,2,7,8,7,9,8,8,8,740,0,100031_2015,4599
10,100035,0,1,5,32,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100035_2015,4600
10,100036,0,1,5,71,1,0,1,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100036_2015,4601
10,100040,0,1,5,44,2,0,0,0,741,0,2,7,3,7,1,7,2,3,1,2b,740,0,100040_2015,4602
10,100042,0,1,5,42,1,1,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100042_2015,4603
10,100043,0,1,5,32,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100043_2015,4604
10,100043,0,2,5,37,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100043_2015,4605
10,100048,0,1,5,58,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100048_2015,4606
10,100050,0,1,5,36,2,1,0,1,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100050_2015,4607
10,100050,0,2,5,37,1,1,0,1,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100050_2015,4608
10,100054,0,1,5,60,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100054_2015,4609
10,100062,0,1,5,50,1,0,9,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100062_2015,4610
10,100065,0,1,5,19,2,9,9,0,742,0,3,7,3,7,8,7,8,8,8,8,740,0,100065_2015,4611
10,100067,0,1,5,59,1,1,0,0,760,0,1,7,2,7,8,7,4,9,8,8,750,0,100067_2015,4612
10,100068,0,1,6,19,2,0,0,0,0,221,7,2,77,1,7,1,7,7,7,7,0,220,100068_2015,4613
10,100076,0,1,5,82,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,100076_2015,4614
10,100080,0,1,5,37,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100080_2015,4615
10,100081,0,1,5,49,1,1,1,0,760,0,1,7,2,7,3,7,4,3,1,1b,750,0,100081_2015,4616
10,100085,0,1,5,41,1,0,1,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,100085_2015,4617
10,100086,0,1,5,26,2,1,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100086_2015,4618
10,100089,0,1,5,47,1,0,1,0,680,0,3,7,9,7,8,7,8,8,8,8,990,0,100089_2015,4619
10,100090,0,1,6,63,1,0,0,0,0,221,7,3,77,1,7,1,7,7,7,7,0,220,100090_2015,4620
10,100094,0,1,5,43,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,100094_2015,4621
10,100096,0,1,5,57,1,1,1,0,900,0,9,7,9,7,4,7,1,3,2,4b,990,0,100096_2015,4622
10,100102,0,1,5,30,2,0,0,0,440,0,3,7,3,7,8,7,8,8,8,8,400,0,100102_2015,4623
10,100103,0,1,5,36,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100103_2015,4624
10,100116,0,1,5,50,1,0,1,0,760,0,1,7,1,7,2,7,3,3,2,4b,750,0,100116_2015,4625
10,100117,0,1,5,47,1,0,1,0,690,0,1,7,1,7,8,7,3,3,9,8,990,0,100117_2015,4626
10,100118,0,1,5,45,1,0,0,0,140,0,3,7,3,7,8,7,8,8,8,8,100,0,100118_2015,4627
10,100119,0,1,5,56,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,100119_2015,4628
10,100120,0,1,6,20,1,0,0,0,0,239,7,3,77,1,7,1,7,7,7,7,0,230,100120_2015,4629
10,100121,0,1,5,61,1,9,9,0,220,0,3,7,3,7,8,7,8,8,8,8,100,0,100121_2015,4630
10,100122,0,1,5,35,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,100122_2015,4631
10,100125,0,1,5,24,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,100125_2015,4632
11,110001,0,1,5,21,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,110001_2015,4633
11,110002,0,1,5,24,1,0,1,0,140,0,3,7,9,7,8,7,8,8,8,8,100,0,110002_2015,4634
11,110002,0,2,5,27,1,0,1,0,140,0,3,7,9,7,8,7,8,8,8,8,100,0,110002_2015,4635
11,110005,0,1,5,67,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,110005_2015,4636
11,110006,0,1,5,79,2,1,1,0,791,0,1,7,2,7,1,7,3,2,2,7b,790,0,110006_2015,4637
11,110008,0,1,5,73,1,0,1,0,213,0,3,7,3,7,8,7,8,8,8,8,200,0,110008_2015,4638
