st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
100052_2014,10,100052,2,0,7209
100053_2014,10,100053,1,0,7210
100053_2014,10,100053,2,0,7211
100054_2014,10,100054,1,0,7212
100054_2014,10,100054,2,0,7213
100055_2014,10,100055,1,0,7214
100056_2014,10,100056,1,0,7215
100057_2014,10,100057,1,0,7216
100057_2014,10,100057,2,0,7217
100058_2014,10,100058,1,0,7218
100058_2014,10,100058,2,0,7219
100059_2014,10,100059,1,0,7220
100059_2014,10,100059,2,0,7221
100060_2014,10,100060,1,0,7222
100061_2014,10,100061,1,0,7223
100062_2014,10,100062,1,0,7224
100063_2014,10,100063,1,9,7225
100064_2014,10,100064,1,0,7226
100064_2014,10,100064,2,0,7227
100065_2014,10,100065,1,99,7228
100066_2014,10,100066,1,0,7229
100066_2014,10,100066,2,0,7230
100067_2014,10,100067,1,0,7231
100067_2014,10,100067,2,0,7232
100067_2014,10,100067,3,0,7233
100067_2014,10,100067,4,0,7234
100068_2014,10,100068,1,99,7235
100069_2014,10,100069,1,0,7236
100069_2014,10,100069,2,0,7237
100070_2014,10,100070,1,0,7238
100071_2014,10,100071,1,0,7239
100072_2014,10,100072,1,0,7240
100073_2014,10,100073,1,0,7241
100073_2014,10,100073,2,0,7242
100074_2014,10,100074,1,0,7243
100075_2014,10,100075,1,0,7244
100076_2014,10,100076,1,0,7245
100076_2014,10,100076,2,0,7246
100077_2014,10,100077,1,0,7247
100077_2014,10,100077,2,0,7248
100078_2014,10,100078,1,0,7249
100079_2014,10,100079,1,0,7250
100079_2014,10,100079,2,0,7251
100080_2014,10,100080,1,6,7252
100081_2014,10,100081,1,0,7253
100082_2014,10,100082,1,0,7254
100083_2014,10,100083,1,0,7255
100084_2014,10,100084,1,0,7256
100085_2014,10,100085,1,0,7257
100086_2014,10,100086,1,0,7258
100086_2014,10,100086,2,0,7259
100087_2014,10,100087,1,12,7260
100088_2014,10,100088,1,0,7261
100088_2014,10,100088,2,0,7262
100089_2014,10,100089,1,0,7263
100089_2014,10,100089,2,0,7264
100090_2014,10,100090,1,0,7265
100090_2014,10,100090,2,0,7266
100091_2014,10,100091,1,0,7267
100092_2014,10,100092,1,0,7268
100093_2014,10,100093,1,0,7269
100094_2014,10,100094,1,0,7270
100095_2014,10,100095,1,0,7271
100096_2014,10,100096,1,0,7272
100097_2014,10,100097,1,0,7273
100097_2014,10,100097,2,0,7274
100098_2014,10,100098,1,0,7275
100098_2014,10,100098,2,0,7276
100099_2014,10,100099,1,0,7277
100100_2014,10,100100,1,0,7278
100101_2014,10,100101,1,0,7279
100101_2014,10,100101,2,0,7280
100102_2014,10,100102,1,0,7281
100103_2014,10,100103,1,0,7282
100103_2014,10,100103,2,0,7283
100104_2014,10,100104,1,0,7284
100104_2014,10,100104,2,0,7285
100105_2014,10,100105,1,0,7286
100106_2014,10,100106,1,0,7287
110001_2014,11,110001,1,18,7288
110002_2014,11,110002,1,96,7289
110003_2014,11,110003,1,96,7290
110004_2014,11,110004,1,96,7291
110005_2014,11,110005,1,96,7292
110006_2014,11,110006,1,99,7293
110007_2014,11,110007,1,0,7294
110009_2014,11,110009,1,99,7295
110010_2014,11,110010,1,96,7296
110010_2014,11,110010,2,0,7297
110011_2014,11,110011,1,0,7298
110012_2014,11,110012,1,0,7299
110013_2014,11,110013,1,99,7300
110013_2014,11,110013,2,96,7301
110014_2014,11,110014,1,96,7302
110015_2014,11,110015,1,99,7303
110015_2014,11,110015,2,0,7304
110016_2014,11,110016,1,0,7305
110016_2014,11,110016,2,0,7306
110017_2014,11,110017,1,96,7307
110017_2014,11,110017,2,99,7308
110018_2014,11,110018,1,99,7309
110019_2014,11,110019,1,0,7310
110020_2014,11,110020,1,99,7311
110021_2014,11,110021,1,0,7312
110022_2014,11,110022,1,99,7313
240001_2014,24,240001,1,0,7314
240001_2014,24,240001,2,0,7315
240002_2014,24,240002,1,0,7316
240003_2014,24,240003,1,93,7317
240004_2014,24,240004,1,93,7318
240004_2014,24,240004,2,0,7319
240005_2014,24,240005,1,93,7320
240006_2014,24,240006,1,0,7321
240006_2014,24,240006,2,0,7322
240007_2014,24,240007,1,0,7323
240007_2014,24,240007,2,0,7324
240008_2014,24,240008,1,0,7325
240010_2014,24,240010,1,99,7326
240011_2014,24,240011,1,93,7327
240012_2014,24,240012,1,0,7328
240013_2014,24,240013,1,0,7329
240013_2014,24,240013,2,0,7330
240014_2014,24,240014,1,99,7331
240014_2014,24,240014,2,0,7332
240015_2014,24,240015,1,0,7333
240016_2014,24,240016,1,0,7334
240016_2014,24,240016,2,0,7335
240017_2014,24,240017,1,0,7336
240018_2014,24,240018,1,96,7337
240019_2014,24,240019,1,93,7338
240019_2014,24,240019,2,0,7339
240020_2014,24,240020,1,0,7340
240020_2014,24,240020,2,0,7341
240021_2014,24,240021,1,93,7342
240021_2014,24,240021,2,0,7343
240022_2014,24,240022,1,93,7344
240022_2014,24,240022,2,0,7345
240023_2014,24,240023,1,99,7346
240024_2014,24,240024,1,0,7347
240024_2014,24,240024,2,0,7348
240025_2014,24,240025,1,93,7349
240026_2014,24,240026,1,93,7350
240027_2014,24,240027,1,93,7351
240028_2014,24,240028,1,93,7352
240029_2014,24,240029,1,0,7353
240030_2014,24,240030,1,93,7354
240030_2014,24,240030,2,0,7355
240031_2014,24,240031,1,93,7356
240031_2014,24,240031,2,0,7357
240031_2014,24,240031,3,0,7358
240032_2014,24,240032,1,0,7359
240033_2014,24,240033,1,93,7360
240034_2014,24,240034,1,0,7361
240035_2014,24,240035,1,93,7362
240036_2014,24,240036,1,0,7363
240037_2014,24,240037,1,99,7364
240038_2014,24,240038,1,0,7365
240039_2014,24,240039,1,93,7366
240040_2014,24,240040,1,0,7367
240040_2014,24,240040,2,0,7368
240040_2014,24,240040,3,0,7369
240041_2014,24,240041,1,1,7370
240042_2014,24,240042,1,92,7371
240043_2014,24,240043,1,0,7372
240044_2014,24,240044,1,0,7373
240045_2014,24,240045,1,0,7374
240046_2014,24,240046,1,93,7375
240046_2014,24,240046,2,0,7376
240047_2014,24,240047,1,99,7377
240048_2014,24,240048,1,0,7378
240048_2014,24,240048,2,0,7379
240048_2014,24,240048,3,0,7380
240048_2014,24,240048,4,0,7381
240049_2014,24,240049,1,99,7382
240050_2014,24,240050,1,93,7383
240051_2014,24,240051,1,93,7384
240052_2014,24,240052,1,1,7385
240052_2014,24,240052,2,0,7386
240053_2014,24,240053,1,93,7387
240054_2014,24,240054,1,0,7388
240055_2014,24,240055,1,0,7389
240055_2014,24,240055,2,0,7390
240056_2014,24,240056,1,93,7391
240056_2014,24,240056,2,0,7392
240056_2014,24,240056,3,0,7393
240057_2014,24,240057,1,0,7394
240057_2014,24,240057,2,0,7395
240057_2014,24,240057,3,0,7396
240058_2014,24,240058,1,99,7397
240058_2014,24,240058,2,0,7398
240059_2014,24,240059,1,99,7399
240060_2014,24,240060,1,99,7400
240060_2014,24,240060,2,0,7401
240060_2014,24,240060,3,0,7402
240061_2014,24,240061,1,99,7403
240062_2014,24,240062,1,93,7404
240062_2014,24,240062,2,0,7405
240063_2014,24,240063,1,93,7406
240064_2014,24,240064,1,99,7407
240065_2014,24,240065,1,99,7408
240065_2014,24,240065,2,0,7409
240066_2014,24,240066,1,0,7410
240067_2014,24,240067,1,1,7411
240067_2014,24,240067,2,0,7412
240067_2014,24,240067,3,0,7413
240067_2014,24,240067,4,0,7414
240067_2014,24,240067,5,0,7415
240067_2014,24,240067,6,0,7416
240068_2014,24,240068,1,93,7417
240068_2014,24,240068,2,0,7418
240069_2014,24,240069,1,99,7419
240069_2014,24,240069,2,0,7420
240070_2014,24,240070,1,0,7421
240071_2014,24,240071,1,99,7422
240072_2014,24,240072,1,0,7423
240072_2014,24,240072,2,0,7424
240073_2014,24,240073,1,98,7425
240073_2014,24,240073,2,99,7426
240073_2014,24,240073,3,0,7427
240074_2014,24,240074,1,0,7428
240075_2014,24,240075,1,0,7429
240076_2014,24,240076,1,93,7430
240076_2014,24,240076,2,0,7431
240077_2014,24,240077,1,99,7432
240078_2014,24,240078,1,93,7433
240079_2014,24,240079,1,93,7434
240079_2014,24,240079,2,0,7435
240080_2014,24,240080,1,0,7436
240081_2014,24,240081,1,12,7437
240082_2014,24,240082,1,0,7438
240082_2014,24,240082,2,0,7439
240083_2014,24,240083,1,0,7440
240084_2014,24,240084,1,93,7441
240085_2014,24,240085,1,93,7442
240085_2014,24,240085,2,0,7443
240086_2014,24,240086,1,0,7444
240087_2014,24,240087,1,0,7445
240087_2014,24,240087,2,0,7446
240088_2014,24,240088,1,99,7447
240089_2014,24,240089,1,1,7448
240090_2014,24,240090,1,99,7449
240091_2014,24,240091,1,93,7450
240092_2014,24,240092,1,93,7451
240092_2014,24,240092,2,0,7452
240092_2014,24,240092,3,0,7453
240093_2014,24,240093,1,0,7454
240093_2014,24,240093,2,0,7455
240094_2014,24,240094,1,93,7456
240094_2014,24,240094,2,0,7457
240095_2014,24,240095,1,93,7458
240096_2014,24,240096,1,93,7459
240097_2014,24,240097,1,0,7460
240098_2014,24,240098,1,93,7461
240099_2014,24,240099,1,93,7462
240099_2014,24,240099,2,0,7463
240100_2014,24,240100,1,93,7464
240100_2014,24,240100,2,0,7465
240101_2014,24,240101,1,99,7466
240102_2014,24,240102,1,99,7467
240103_2014,24,240103,1,1,7468
240103_2014,24,240103,2,0,7469
240104_2014,24,240104,1,93,7470
240104_2014,24,240104,2,0,7471
240105_2014,24,240105,1,93,7472
240105_2014,24,240105,2,0,7473
240106_2014,24,240106,1,0,7474
240107_2014,24,240107,1,0,7475
240108_2014,24,240108,1,10,7476
240109_2014,24,240109,1,93,7477
240109_2014,24,240109,2,93,7478
240110_2014,24,240110,1,99,7479
240110_2014,24,240110,2,0,7480
240111_2014,24,240111,1,0,7481
240112_2014,24,240112,1,0,7482
240113_2014,24,240113,1,99,7483
240114_2014,24,240114,1,98,7484
240114_2014,24,240114,2,1,7485
240115_2014,24,240115,1,99,7486
240116_2014,24,240116,1,0,7487
240116_2014,24,240116,2,0,7488
240117_2014,24,240117,1,0,7489
240117_2014,24,240117,2,0,7490
240117_2014,24,240117,3,0,7491
240118_2014,24,240118,1,0,7492
240119_2014,24,240119,2,0,7493
240120_2014,24,240120,1,0,7494
240120_2014,24,240120,2,0,7495
240121_2014,24,240121,1,93,7496
240121_2014,24,240121,2,0,7497
240122_2014,24,240122,1,99,7498
240122_2014,24,240122,2,0,7499
240123_2014,24,240123,1,99,7500
240124_2014,24,240124,1,99,7501
240124_2014,24,240124,2,0,7502
240125_2014,24,240125,1,93,7503
240125_2014,24,240125,2,0,7504
240126_2014,24,240126,1,93,7505
240127_2014,24,240127,1,99,7506
240128_2014,24,240128,1,1,7507
240129_2014,24,240129,1,93,7508
240129_2014,24,240129,2,0,7509
240130_2014,24,240130,1,93,7510
240131_2014,24,240131,1,93,7511
240131_2014,24,240131,2,0,7512
240132_2014,24,240132,1,0,7513
240133_2014,24,240133,1,93,7514
240134_2014,24,240134,1,93,7515
240135_2014,24,240135,1,0,7516
240135_2014,24,240135,2,0,7517
240136_2014,24,240136,1,0,7518
240137_2014,24,240137,1,0,7519
240137_2014,24,240137,2,0,7520
240138_2014,24,240138,1,99,7521
240139_2014,24,240139,1,93,7522
240140_2014,24,240140,1,0,7523
240141_2014,24,240141,1,99,7524
240141_2014,24,240141,2,0,7525
240142_2014,24,240142,1,0,7526
240143_2014,24,240143,1,0,7527
240144_2014,24,240144,1,99,7528
240145_2014,24,240145,1,0,7529
240146_2014,24,240146,1,99,7530
240147_2014,24,240147,1,0,7531
240148_2014,24,240148,1,3,7532
240148_2014,24,240148,2,0,7533
240149_2014,24,240149,1,0,7534
240149_2014,24,240149,2,0,7535
240150_2014,24,240150,1,0,7536
240150_2014,24,240150,2,98,7537
240151_2014,24,240151,1,0,7538
240152_2014,24,240152,1,0,7539
240153_2014,24,240153,1,93,7540
240153_2014,24,240153,2,0,7541
240154_2014,24,240154,1,99,7542
240155_2014,24,240155,1,0,7543
240155_2014,24,240155,2,0,7544
240156_2014,24,240156,1,0,7545
240157_2014,24,240157,1,1,7546
240157_2014,24,240157,2,0,7547
240158_2014,24,240158,1,1,7548
240159_2014,24,240159,1,93,7549
240159_2014,24,240159,2,0,7550
240160_2014,24,240160,1,5,7551
240160_2014,24,240160,2,0,7552
240160_2014,24,240160,3,0,7553
240161_2014,24,240161,1,0,7554
240162_2014,24,240162,1,0,7555
240163_2014,24,240163,1,0,7556
240163_2014,24,240163,2,0,7557
240164_2014,24,240164,1,0,7558
240164_2014,24,240164,2,0,7559
240165_2014,24,240165,1,98,7560
240166_2014,24,240166,1,0,7561
240167_2014,24,240167,1,0,7562
240167_2014,24,240167,2,0,7563
240168_2014,24,240168,1,0,7564
240169_2014,24,240169,1,99,7565
240170_2014,24,240170,1,93,7566
240171_2014,24,240171,1,99,7567
240172_2014,24,240172,1,93,7568
240173_2014,24,240173,1,0,7569
240174_2014,24,240174,1,99,7570
240175_2014,24,240175,1,99,7571
240176_2014,24,240176,1,99,7572
240176_2014,24,240176,2,99,7573
240177_2014,24,240177,1,99,7574
240178_2014,24,240178,1,0,7575
240178_2014,24,240178,2,0,7576
240179_2014,24,240179,1,93,7577
240179_2014,24,240179,2,0,7578
240180_2014,24,240180,1,1,7579
240180_2014,24,240180,2,0,7580
240181_2014,24,240181,1,93,7581
240182_2014,24,240182,1,99,7582
240183_2014,24,240183,1,99,7583
240184_2014,24,240184,1,99,7584
240185_2014,24,240185,1,0,7585
240186_2014,24,240186,1,1,7586
240187_2014,24,240187,1,96,7587
240187_2014,24,240187,2,0,7588
240188_2014,24,240188,1,0,7589
240189_2014,24,240189,1,99,7590
240189_2014,24,240189,2,0,7591
240190_2014,24,240190,1,99,7592
240190_2014,24,240190,2,99,7593
240190_2014,24,240190,3,99,7594
240190_2014,24,240190,4,1,7595
240191_2014,24,240191,1,0,7596
240192_2014,24,240192,1,93,7597
240192_2014,24,240192,2,0,7598
240192_2014,24,240192,3,0,7599
240193_2014,24,240193,1,1,7600
240193_2014,24,240193,2,0,7601
240194_2014,24,240194,1,0,7602
240194_2014,24,240194,2,0,7603
240194_2014,24,240194,3,0,7604
240194_2014,24,240194,4,0,7605
240194_2014,24,240194,5,0,7606
240195_2014,24,240195,1,99,7607
240196_2014,24,240196,1,0,7608
240196_2014,24,240196,2,0,7609
240196_2014,24,240196,3,0,7610
240197_2014,24,240197,1,0,7611
240198_2014,24,240198,1,1,7612
240199_2014,24,240199,1,0,7613
240200_2014,24,240200,1,0,7614
240201_2014,24,240201,1,99,7615
240202_2014,24,240202,1,0,7616
240202_2014,24,240202,2,0,7617
240203_2014,24,240203,1,99,7618
240203_2014,24,240203,2,0,7619
240204_2014,24,240204,1,0,7620
240204_2014,24,240204,2,0,7621
240205_2014,24,240205,1,0,7622
240206_2014,24,240206,1,99,7623
240206_2014,24,240206,2,99,7624
240207_2014,24,240207,1,99,7625
240207_2014,24,240207,2,0,7626
240207_2014,24,240207,3,0,7627
240208_2014,24,240208,1,93,7628
240208_2014,24,240208,2,0,7629
240208_2014,24,240208,3,0,7630
240209_2014,24,240209,1,0,7631
240210_2014,24,240210,1,0,7632
240211_2014,24,240211,1,99,7633
240211_2014,24,240211,2,0,7634
240212_2014,24,240212,1,99,7635
240212_2014,24,240212,2,99,7636
240213_2014,24,240213,1,0,7637
240214_2014,24,240214,1,99,7638
240215_2014,24,240215,1,0,7639
240216_2014,24,240216,1,99,7640
240217_2014,24,240217,1,98,7641
240218_2014,24,240218,1,0,7642
240219_2014,24,240219,1,99,7643
240220_2014,24,240220,1,93,7644
240220_2014,24,240220,2,0,7645
240220_2014,24,240220,3,0,7646
240221_2014,24,240221,1,0,7647
240222_2014,24,240222,1,0,7648
240222_2014,24,240222,2,0,7649
240223_2014,24,240223,1,0,7650
240224_2014,24,240224,1,0,7651
240225_2014,24,240225,1,1,7652
240225_2014,24,240225,2,0,7653
240225_2014,24,240225,3,0,7654
240225_2014,24,240225,4,0,7655
240226_2014,24,240226,1,99,7656
240226_2014,24,240226,2,0,7657
240227_2014,24,240227,1,99,7658
240228_2014,24,240228,1,99,7659
240228_2014,24,240228,2,0,7660
240229_2014,24,240229,1,0,7661
240229_2014,24,240229,2,0,7662
240230_2014,24,240230,1,0,7663
240231_2014,24,240231,1,0,7664
240232_2014,24,240232,1,0,7665
240232_2014,24,240232,2,0,7666
240233_2014,24,240233,1,3,7667
240234_2014,24,240234,1,0,7668
240234_2014,24,240234,2,0,7669
240235_2014,24,240235,1,99,7670
240236_2014,24,240236,1,0,7671
240236_2014,24,240236,2,0,7672
240237_2014,24,240237,1,0,7673
240237_2014,24,240237,2,0,7674
240238_2014,24,240238,1,1,7675
240238_2014,24,240238,2,0,7676
240239_2014,24,240239,1,99,7677
240240_2014,24,240240,1,99,7678
240241_2014,24,240241,1,99,7679
240242_2014,24,240242,1,1,7680
240242_2014,24,240242,2,0,7681
240242_2014,24,240242,3,0,7682
240243_2014,24,240243,1,0,7683
240244_2014,24,240244,1,0,7684
240244_2014,24,240244,2,0,7685
240245_2014,24,240245,1,0,7686
240246_2014,24,240246,1,0,7687
240247_2014,24,240247,1,0,7688
240248_2014,24,240248,1,99,7689
240249_2014,24,240249,1,0,7690
240250_2014,24,240250,1,1,7691
240250_2014,24,240250,2,0,7692
240251_2014,24,240251,1,99,7693
240251_2014,24,240251,2,0,7694
240252_2014,24,240252,1,1,7695
240253_2014,24,240253,1,93,7696
240254_2014,24,240254,1,0,7697
240255_2014,24,240255,1,1,7698
240255_2014,24,240255,2,0,7699
240255_2014,24,240255,3,0,7700
240255_2014,24,240255,4,0,7701
240256_2014,24,240256,1,1,7702
240257_2014,24,240257,1,99,7703
240258_2014,24,240258,1,0,7704
240259_2014,24,240259,1,0,7705
240260_2014,24,240260,1,99,7706
240260_2014,24,240260,2,0,7707
240261_2014,24,240261,1,0,7708
240262_2014,24,240262,1,0,7709
240262_2014,24,240262,2,0,7710
240263_2014,24,240263,1,93,7711
240263_2014,24,240263,2,0,7712
240264_2014,24,240264,1,0,7713
240265_2014,24,240265,1,99,7714
240265_2014,24,240265,2,0,7715
240265_2014,24,240265,3,0,7716
240266_2014,24,240266,1,0,7717
240266_2014,24,240266,2,0,7718
240267_2014,24,240267,1,1,7719
240267_2014,24,240267,2,0,7720
240268_2014,24,240268,1,0,7721
240269_2014,24,240269,1,0,7722
240270_2014,24,240270,1,15,7723
240270_2014,24,240270,2,0,7724
240271_2014,24,240271,1,99,7725
240272_2014,24,240272,1,0,7726
240274_2014,24,240274,1,1,7727
240275_2014,24,240275,1,1,7728
240275_2014,24,240275,2,0,7729
240276_2014,24,240276,1,93,7730
240277_2014,24,240277,1,99,7731
240278_2014,24,240278,1,0,7732
240279_2014,24,240279,1,0,7733
240279_2014,24,240279,2,99,7734
240280_2014,24,240280,1,0,7735
240280_2014,24,240280,2,0,7736
240280_2014,24,240280,3,0,7737
240281_2014,24,240281,1,99,7738
240282_2014,24,240282,1,99,7739
240282_2014,24,240282,2,0,7740
240283_2014,24,240283,1,99,7741
240284_2014,24,240284,1,93,7742
240284_2014,24,240284,2,0,7743
240285_2014,24,240285,1,1,7744
240286_2014,24,240286,1,99,7745
240286_2014,24,240286,2,0,7746
240287_2014,24,240287,1,99,7747
240288_2014,24,240288,1,0,7748
240288_2014,24,240288,2,0,7749
240289_2014,24,240289,1,0,7750
240290_2014,24,240290,1,99,7751
240291_2014,24,240291,1,93,7752
240291_2014,24,240291,2,96,7753
240292_2014,24,240292,1,1,7754
240294_2014,24,240294,1,0,7755
240294_2014,24,240294,2,0,7756
240294_2014,24,240294,3,0,7757
240295_2014,24,240295,1,0,7758
240296_2014,24,240296,1,99,7759
240297_2014,24,240297,1,99,7760
240297_2014,24,240297,2,0,7761
240298_2014,24,240298,1,93,7762
240298_2014,24,240298,2,0,7763
240299_2014,24,240299,1,96,7764
240299_2014,24,240299,2,99,7765
240300_2014,24,240300,1,99,7766
240301_2014,24,240301,1,99,7767
240302_2014,24,240302,1,12,7768
240303_2014,24,240303,1,99,7769
240304_2014,24,240304,1,0,7770
240305_2014,24,240305,1,0,7771
240306_2014,24,240306,1,0,7772
240307_2014,24,240307,1,93,7773
240307_2014,24,240307,2,0,7774
240308_2014,24,240308,1,0,7775
240308_2014,24,240308,2,0,7776
240309_2014,24,240309,1,1,7777
240310_2014,24,240310,1,0,7778
240311_2014,24,240311,1,0,7779
240312_2014,24,240312,1,0,7780
240312_2014,24,240312,2,0,7781
240313_2014,24,240313,1,99,7782
240314_2014,24,240314,1,99,7783
240314_2014,24,240314,2,0,7784
240314_2014,24,240314,3,0,7785
240314_2014,24,240314,4,0,7786
240314_2014,24,240314,5,0,7787
240314_2014,24,240314,6,0,7788
240315_2014,24,240315,1,0,7789
240316_2014,24,240316,1,1,7790
240317_2014,24,240317,1,0,7791
240317_2014,24,240317,2,0,7792
240318_2014,24,240318,1,0,7793
240319_2014,24,240319,1,0,7794
240319_2014,24,240319,2,0,7795
240320_2014,24,240320,1,93,7796
240321_2014,24,240321,1,0,7797
240322_2014,24,240322,1,93,7798
240322_2014,24,240322,2,0,7799
240323_2014,24,240323,1,0,7800
240323_2014,24,240323,2,0,7801
240324_2014,24,240324,1,0,7802
240325_2014,24,240325,1,99,7803
240325_2014,24,240325,2,0,7804
240326_2014,24,240326,1,0,7805
240327_2014,24,240327,1,99,7806
240328_2014,24,240328,1,0,7807
240329_2014,24,240329,1,99,7808
240330_2014,24,240330,1,0,7809
240330_2014,24,240330,2,0,7810
240331_2014,24,240331,1,0,7811
240331_2014,24,240331,2,0,7812
240331_2014,24,240331,3,0,7813
240332_2014,24,240332,1,0,7814
240333_2014,24,240333,1,1,7815
240334_2014,24,240334,1,0,7816
240335_2014,24,240335,1,0,7817
240335_2014,24,240335,2,0,7818
240336_2014,24,240336,1,99,7819
240336_2014,24,240336,2,0,7820
240337_2014,24,240337,1,0,7821
240338_2014,24,240338,1,0,7822
240338_2014,24,240338,2,0,7823
240339_2014,24,240339,1,0,7824
240340_2014,24,240340,1,0,7825
240340_2014,24,240340,2,0,7826
240341_2014,24,240341,1,99,7827
240342_2014,24,240342,1,0,7828
240343_2014,24,240343,1,99,7829
240344_2014,24,240344,1,0,7830
240344_2014,24,240344,2,0,7831
240345_2014,24,240345,1,99,7832
240345_2014,24,240345,2,0,7833
240346_2014,24,240346,1,0,7834
240347_2014,24,240347,1,99,7835
240347_2014,24,240347,2,0,7836
240348_2014,24,240348,1,99,7837
240349_2014,24,240349,1,99,7838
240350_2014,24,240350,1,93,7839
240351_2014,24,240351,1,0,7840
240352_2014,24,240352,1,99,7841
240352_2014,24,240352,2,0,7842
240352_2014,24,240352,3,0,7843
240353_2014,24,240353,1,99,7844
240354_2014,24,240354,1,99,7845
240354_2014,24,240354,2,0,7846
240355_2014,24,240355,1,99,7847
240356_2014,24,240356,1,0,7848
240357_2014,24,240357,1,3,7849
240358_2014,24,240358,1,0,7850
240358_2014,24,240358,2,0,7851
240359_2014,24,240359,1,0,7852
240360_2014,24,240360,1,1,7853
240360_2014,24,240360,2,0,7854
240361_2014,24,240361,1,0,7855
240362_2014,24,240362,1,99,7856
240363_2014,24,240363,2,15,7857
240364_2014,24,240364,1,0,7858
240365_2014,24,240365,1,99,7859
240366_2014,24,240366,1,0,7860
240367_2014,24,240367,1,99,7861
240368_2014,24,240368,1,99,7862
240368_2014,24,240368,2,99,7863
240368_2014,24,240368,3,0,7864
240369_2014,24,240369,1,99,7865
240369_2014,24,240369,2,0,7866
240369_2014,24,240369,3,0,7867
240370_2014,24,240370,1,0,7868
240370_2014,24,240370,2,99,7869
