st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
240371_2011,24,240371,1,0,3167
240372_2010,24,240372,1,0,3168
240372_2011,24,240372,1,0,3169
240372_2011,24,240372,2,0,3170
240372_2011,24,240372,3,0,3171
240373_2010,24,240373,1,0,3172
240373_2011,24,240373,1,96,3173
240373_2011,24,240373,2,92,3174
240374_2010,24,240374,1,96,3175
240374_2011,24,240374,1,92,3176
240374_2011,24,240374,2,96,3177
240375_2010,24,240375,1,92,3178
240375_2011,24,240375,1,96,3179
240376_2010,24,240376,1,0,3180
240376_2010,24,240376,2,0,3181
240376_2011,24,240376,1,0,3182
240376_2011,24,240376,2,96,3183
240377_2010,24,240377,1,92,3184
240377_2010,24,240377,2,0,3185
240377_2011,24,240377,1,92,3186
240378_2010,24,240378,1,96,3187
240378_2011,24,240378,1,92,3188
240378_2011,24,240378,2,96,3189
240378_2011,24,240378,3,0,3190
240379_2010,24,240379,1,92,3191
240379_2010,24,240379,2,0,3192
240379_2010,24,240379,3,96,3193
240379_2010,24,240379,4,96,3194
240379_2011,24,240379,1,96,3195
240380_2010,24,240380,1,92,3196
240380_2010,24,240380,2,0,3197
240380_2011,24,240380,1,98,3198
240380_2011,24,240380,2,96,3199
240381_2010,24,240381,1,96,3200
240381_2010,24,240381,2,16,3201
240381_2011,24,240381,1,92,3202
240381_2011,24,240381,2,0,3203
240382_2010,24,240382,1,96,3204
240382_2010,24,240382,2,0,3205
240382_2011,24,240382,1,92,3206
240382_2011,24,240382,2,0,3207
240383_2010,24,240383,1,15,3208
240383_2010,24,240383,2,0,3209
240383_2010,24,240383,3,0,3210
240383_2011,24,240383,1,0,3211
240383_2011,24,240383,2,0,3212
240384_2010,24,240384,1,0,3213
240384_2010,24,240384,2,0,3214
240384_2010,24,240384,3,0,3215
240384_2011,24,240384,1,92,3216
240384_2011,24,240384,2,0,3217
240385_2010,24,240385,1,0,3218
240385_2011,24,240385,1,0,3219
240385_2011,24,240385,2,99,3220
240386_2010,24,240386,1,0,3221
240386_2010,24,240386,2,96,3222
240386_2011,24,240386,1,92,3223
240386_2011,24,240386,2,0,3224
240386_2011,24,240386,3,0,3225
240386_2011,24,240386,4,0,3226
240386_2011,24,240386,5,0,3227
240386_2011,24,240386,6,0,3228
240387_2010,24,240387,1,98,3229
240387_2010,24,240387,2,16,3230
240387_2011,24,240387,1,0,3231
240388_2011,24,240388,1,92,3232
240389_2010,24,240389,1,3,3233
240389_2011,24,240389,1,92,3234
240389_2011,24,240389,2,0,3235
240390_2010,24,240390,1,0,3236
240390_2011,24,240390,1,0,3237
240390_2011,24,240390,2,0,3238
240391_2010,24,240391,1,0,3239
240391_2011,24,240391,1,0,3240
240391_2011,24,240391,2,0,3241
240392_2010,24,240392,1,0,3242
240392_2011,24,240392,1,0,3243
240393_2010,24,240393,1,92,3244
240393_2010,24,240393,2,16,3245
240393_2011,24,240393,1,0,3246
240393_2011,24,240393,2,0,3247
240394_2010,24,240394,1,0,3248
240394_2011,24,240394,1,0,3249
240395_2010,24,240395,1,92,3250
240395_2010,24,240395,2,0,3251
240395_2011,24,240395,1,92,3252
240396_2010,24,240396,1,0,3253
240396_2010,24,240396,2,0,3254
240396_2011,24,240396,1,92,3255
240397_2010,24,240397,1,92,3256
240397_2010,24,240397,2,1,3257
240397_2011,24,240397,1,92,3258
240398_2010,24,240398,1,0,3259
240398_2011,24,240398,1,0,3260
240399_2010,24,240399,1,0,3261
240399_2011,24,240399,1,92,3262
240400_2010,24,240400,1,0,3263
240400_2011,24,240400,1,0,3264
240400_2011,24,240400,2,0,3265
240401_2010,24,240401,1,0,3266
240401_2011,24,240401,1,0,3267
240402_2010,24,240402,1,92,3268
240402_2011,24,240402,1,0,3269
240402_2011,24,240402,2,0,3270
240403_2010,24,240403,1,1,3271
240403_2011,24,240403,1,1,3272
240404_2010,24,240404,1,96,3273
240404_2010,24,240404,2,0,3274
240404_2011,24,240404,1,92,3275
240405_2010,24,240405,1,96,3276
240405_2010,24,240405,2,96,3277
240405_2011,24,240405,1,0,3278
240405_2011,24,240405,2,0,3279
240406_2010,24,240406,1,99,3280
240406_2011,24,240406,1,92,3281
240406_2011,24,240406,2,0,3282
240407_2010,24,240407,1,92,3283
240407_2010,24,240407,2,0,3284
240407_2011,24,240407,1,0,3285
240408_2010,24,240408,1,96,3286
240408_2011,24,240408,1,92,3287
240408_2011,24,240408,2,0,3288
240409_2010,24,240409,1,92,3289
240409_2011,24,240409,1,0,3290
240409_2011,24,240409,2,0,3291
240410_2010,24,240410,1,0,3292
240410_2011,24,240410,1,92,3293
240410_2011,24,240410,2,0,3294
240411_2010,24,240411,1,96,3295
240411_2010,24,240411,2,96,3296
240411_2010,24,240411,3,96,3297
240411_2010,24,240411,4,0,3298
240411_2011,24,240411,1,0,3299
240412_2010,24,240412,1,0,3300
240412_2010,24,240412,2,16,3301
240412_2010,24,240412,3,0,3302
240412_2010,24,240412,4,0,3303
240412_2011,24,240412,1,7,3304
240413_2010,24,240413,1,0,3305
240413_2011,24,240413,1,0,3306
240414_2010,24,240414,1,0,3307
240414_2011,24,240414,1,0,3308
240415_2010,24,240415,1,96,3309
240415_2011,24,240415,1,0,3310
240416_2010,24,240416,1,96,3311
240416_2010,24,240416,2,0,3312
240416_2010,24,240416,3,0,3313
240416_2011,24,240416,1,0,3314
240417_2010,24,240417,1,0,3315
240417_2011,24,240417,1,0,3316
240418_2010,24,240418,1,96,3317
240418_2011,24,240418,1,96,3318
240419_2010,24,240419,1,0,3319
240419_2010,24,240419,2,0,3320
240419_2011,24,240419,1,92,3321
240420_2010,24,240420,1,92,3322
240420_2011,24,240420,1,92,3323
240421_2010,24,240421,1,0,3324
240421_2011,24,240421,1,1,3325
240422_2010,24,240422,1,0,3326
240422_2010,24,240422,2,0,3327
240422_2011,24,240422,1,92,3328
240423_2010,24,240423,1,92,3329
240423_2011,24,240423,1,92,3330
240424_2010,24,240424,1,0,3331
240424_2010,24,240424,2,0,3332
240424_2011,24,240424,1,92,3333
240424_2011,24,240424,2,0,3334
240424_2011,24,240424,3,0,3335
240425_2010,24,240425,1,0,3336
240425_2011,24,240425,1,92,3337
240425_2011,24,240425,2,0,3338
240426_2010,24,240426,1,0,3339
240426_2011,24,240426,1,92,3340
240426_2011,24,240426,2,0,3341
240427_2010,24,240427,1,92,3342
240427_2010,24,240427,2,0,3343
240427_2011,24,240427,1,0,3344
240428_2010,24,240428,1,1,3345
240428_2011,24,240428,1,99,3346
240429_2010,24,240429,1,0,3347
240429_2010,24,240429,2,0,3348
240429_2010,24,240429,3,0,3349
240429_2011,24,240429,1,92,3350
240429_2011,24,240429,2,0,3351
240430_2010,24,240430,1,0,3352
240430_2010,24,240430,2,0,3353
240430_2011,24,240430,1,99,3354
240430_2011,24,240430,2,0,3355
240431_2010,24,240431,1,0,3356
240431_2010,24,240431,2,0,3357
240431_2011,24,240431,1,98,3358
240431_2011,24,240431,2,0,3359
240432_2010,24,240432,1,0,3360
240432_2010,24,240432,2,0,3361
240432_2011,24,240432,1,99,3362
240432_2011,24,240432,2,92,3363
240433_2010,24,240433,1,1,3364
240433_2011,24,240433,1,99,3365
240434_2010,24,240434,1,0,3366
240434_2011,24,240434,1,99,3367
240435_2010,24,240435,1,0,3368
240435_2011,24,240435,1,98,3369
240436_2010,24,240436,1,0,3370
240436_2011,24,240436,1,99,3371
240436_2011,24,240436,2,0,3372
240437_2010,24,240437,1,0,3373
240437_2011,24,240437,1,99,3374
240438_2010,24,240438,1,92,3375
240438_2010,24,240438,2,0,3376
240438_2010,24,240438,3,0,3377
240438_2010,24,240438,4,0,3378
240438_2011,24,240438,1,99,3379
240439_2010,24,240439,1,92,3380
240439_2010,24,240439,2,0,3381
240439_2011,24,240439,1,99,3382
240439_2011,24,240439,2,99,3383
240440_2010,24,240440,1,0,3384
240440_2010,24,240440,2,16,3385
240440_2011,24,240440,1,0,3386
240441_2010,24,240441,1,92,3387
240441_2011,24,240441,1,0,3388
240441_2011,24,240441,2,0,3389
240441_2011,24,240441,3,0,3390
240441_2011,24,240441,4,0,3391
240442_2010,24,240442,1,15,3392
240442_2011,24,240442,1,0,3393
240442_2011,24,240442,2,0,3394
240443_2010,24,240443,1,92,3395
240443_2011,24,240443,1,0,3396
240444_2010,24,240444,1,0,3397
240444_2011,24,240444,1,15,3398
240444_2011,24,240444,2,0,3399
240444_2011,24,240444,3,0,3400
240444_2011,24,240444,4,0,3401
240445_2010,24,240445,1,0,3402
240445_2010,24,240445,2,0,3403
240445_2011,24,240445,1,92,3404
240446_2010,24,240446,1,0,3405
240446_2011,24,240446,1,0,3406
240446_2011,24,240446,2,0,3407
240447_2010,24,240447,1,99,3408
240447_2010,24,240447,2,16,3409
240447_2011,24,240447,1,99,3410
240448_2010,24,240448,1,0,3411
240448_2011,24,240448,1,0,3412
240448_2011,24,240448,2,0,3413
240449_2010,24,240449,1,0,3414
240449_2011,24,240449,1,1,3415
240450_2010,24,240450,1,0,3416
240450_2011,24,240450,1,92,3417
240451_2010,24,240451,1,0,3418
240451_2011,24,240451,1,92,3419
240452_2010,24,240452,1,0,3420
240452_2010,24,240452,2,0,3421
240452_2011,24,240452,1,0,3422
240452_2011,24,240452,2,0,3423
240452_2011,24,240452,3,0,3424
240453_2010,24,240453,1,96,3425
240453_2011,24,240453,1,99,3426
240454_2010,24,240454,1,96,3427
240454_2011,24,240454,1,0,3428
240455_2010,24,240455,1,96,3429
240455_2011,24,240455,1,0,3430
240455_2011,24,240455,2,0,3431
240456_2010,24,240456,1,96,3432
240456_2011,24,240456,1,96,3433
240457_2010,24,240457,1,96,3434
240457_2011,24,240457,1,0,3435
240458_2010,24,240458,1,0,3436
240459_2010,24,240459,1,96,3437
240459_2010,24,240459,2,96,3438
240460_2010,24,240460,1,0,3439
240460_2010,24,240460,2,96,3440
240461_2010,24,240461,1,96,3441
240462_2010,24,240462,1,96,3442
240463_2010,24,240463,1,96,3443
240463_2010,24,240463,2,96,3444
240464_2010,24,240464,1,96,3445
240465_2010,24,240465,1,0,3446
240465_2010,24,240465,2,96,3447
240465_2010,24,240465,3,96,3448
240466_2010,24,240466,1,96,3449
240467_2010,24,240467,1,96,3450
240467_2010,24,240467,2,96,3451
240467_2010,24,240467,3,96,3452
100001_2015,10,100001,1,0,5227
100002_2015,10,100002,1,99,5228
100003_2015,10,100003,1,0,5229
100004_2015,10,100004,1,99,5230
100004_2015,10,100004,2,0,5231
100005_2015,10,100005,1,0,5232
100005_2015,10,100005,2,1,5233
100006_2015,10,100006,1,0,5234
100006_2015,10,100006,2,0,5235
100006_2015,10,100006,3,0,5236
100006_2015,10,100006,4,0,5237
100006_2015,10,100006,5,0,5238
100007_2015,10,100007,1,19,5239
100008_2015,10,100008,1,0,5240
100009_2015,10,100009,1,0,5241
100009_2015,10,100009,2,0,5242
100010_2015,10,100010,1,0,5243
100010_2015,10,100010,2,0,5244
100011_2015,10,100011,1,0,5245
100011_2015,10,100011,2,0,5246
100011_2015,10,100011,3,0,5247
100011_2015,10,100011,4,0,5248
100011_2015,10,100011,5,0,5249
100011_2015,10,100011,6,0,5250
100012_2015,10,100012,1,0,5251
100012_2015,10,100012,2,0,5252
100013_2015,10,100013,1,0,5253
100014_2015,10,100014,1,12,5254
100015_2015,10,100015,1,0,5255
100015_2015,10,100015,2,0,5256
100016_2015,10,100016,1,0,5257
100016_2015,10,100016,2,0,5258
100017_2015,10,100017,1,0,5259
100017_2015,10,100017,2,0,5260
100017_2015,10,100017,3,0,5261
100018_2015,10,100018,1,0,5262
100019_2015,10,100019,1,0,5263
100019_2015,10,100019,2,0,5264
100020_2015,10,100020,1,0,5265
100020_2015,10,100020,2,0,5266
100021_2015,10,100021,1,0,5267
100021_2015,10,100021,2,0,5268
100022_2015,10,100022,1,0,5269
100023_2015,10,100023,1,15,5270
100024_2015,10,100024,1,0,5271
100025_2015,10,100025,1,0,5272
100026_2015,10,100026,1,0,5273
100026_2015,10,100026,2,0,5274
100027_2015,10,100027,1,0,5275
100028_2015,10,100028,1,0,5276
100028_2015,10,100028,2,0,5277
100029_2015,10,100029,1,0,5278
100030_2015,10,100030,1,0,5279
100031_2015,10,100031,1,0,5280
100032_2015,10,100032,1,6,5281
100033_2015,10,100033,1,0,5282
100034_2015,10,100034,1,17,5283
100035_2015,10,100035,1,0,5284
100036_2015,10,100036,1,0,5285
100037_2015,10,100037,1,0,5286
100037_2015,10,100037,2,0,5287
100038_2015,10,100038,1,0,5288
100038_2015,10,100038,2,0,5289
100039_2015,10,100039,1,0,5290
100040_2015,10,100040,1,0,5291
100041_2015,10,100041,1,0,5292
100041_2015,10,100041,2,0,5293
100042_2015,10,100042,1,0,5294
100043_2015,10,100043,1,99,5295
100044_2015,10,100044,1,0,5296
100044_2015,10,100044,2,0,5297
100045_2015,10,100045,1,0,5298
100045_2015,10,100045,2,0,5299
100046_2015,10,100046,1,0,5300
100046_2015,10,100046,2,0,5301
100047_2015,10,100047,1,0,5302
100048_2015,10,100048,1,0,5303
100049_2015,10,100049,1,0,5304
100050_2015,10,100050,1,0,5305
100051_2015,10,100051,1,0,5306
100051_2015,10,100051,2,0,5307
100051_2015,10,100051,3,0,5308
100052_2015,10,100052,1,0,5309
100053_2015,10,100053,1,0,5310
100053_2015,10,100053,2,0,5311
100054_2015,10,100054,1,0,5312
100054_2015,10,100054,2,0,5313
100055_2015,10,100055,1,0,5314
100056_2015,10,100056,1,0,5315
100056_2015,10,100056,2,0,5316
100057_2015,10,100057,1,0,5317
100058_2015,10,100058,1,0,5318
100058_2015,10,100058,2,0,5319
100059_2015,10,100059,1,0,5320
100059_2015,10,100059,2,0,5321
100060_2015,10,100060,1,0,5322
100060_2015,10,100060,2,0,5323
100061_2015,10,100061,1,0,5324
100062_2015,10,100062,1,0,5325
100063_2015,10,100063,1,19,5326
100064_2015,10,100064,1,99,5327
100065_2015,10,100065,1,0,5328
100066_2015,10,100066,1,4,5329
100066_2015,10,100066,2,0,5330
100067_2015,10,100067,1,0,5331
100068_2015,10,100068,1,98,5332
100069_2015,10,100069,1,99,5333
100069_2015,10,100069,2,0,5334
100070_2015,10,100070,1,0,5335
100071_2015,10,100071,1,99,5336
100071_2015,10,100071,2,0,5337
100072_2015,10,100072,1,99,5338
100073_2015,10,100073,1,0,5339
100073_2015,10,100073,2,0,5340
100074_2015,10,100074,1,99,5341
100074_2015,10,100074,2,99,5342
100075_2015,10,100075,1,10,5343
100075_2015,10,100075,2,0,5344
100076_2015,10,100076,1,7,5345
100077_2015,10,100077,1,99,5346
100078_2015,10,100078,1,0,5347
100079_2015,10,100079,1,16,5348
100079_2015,10,100079,2,0,5349
100079_2015,10,100079,3,0,5350
100079_2015,10,100079,4,0,5351
100079_2015,10,100079,5,0,5352
100079_2015,10,100079,6,0,5353
100080_2015,10,100080,1,0,5354
100081_2015,10,100081,1,0,5355
100082_2015,10,100082,1,0,5356
100082_2015,10,100082,2,99,5357
100083_2015,10,100083,1,99,5358
100083_2015,10,100083,2,0,5359
100083_2015,10,100083,3,0,5360
100084_2015,10,100084,2,99,5361
100085_2015,10,100085,1,99,5362
100086_2015,10,100086,1,0,5363
100087_2015,10,100087,1,99,5364
100088_2015,10,100088,1,0,5365
100088_2015,10,100088,2,0,5366
100089_2015,10,100089,1,0,5367
100090_2015,10,100090,1,0,5368
100091_2015,10,100091,1,99,5369
100091_2015,10,100091,2,0,5370
100092_2015,10,100092,1,12,5371
100092_2015,10,100092,2,0,5372
100093_2015,10,100093,1,99,5373
100093_2015,10,100093,2,0,5374
100094_2015,10,100094,1,99,5375
100095_2015,10,100095,1,99,5376
100095_2015,10,100095,2,0,5377
100096_2015,10,100096,1,0,5378
100097_2015,10,100097,1,0,5379
100097_2015,10,100097,2,99,5380
100098_2015,10,100098,1,99,5381
100098_2015,10,100098,2,14,5382
100099_2015,10,100099,1,99,5383
100099_2015,10,100099,2,0,5384
100100_2015,10,100100,1,0,5385
100100_2015,10,100100,2,0,5386
100101_2015,10,100101,1,0,5387
100101_2015,10,100101,2,99,5388
100102_2015,10,100102,1,0,5389
100103_2015,10,100103,1,0,5390
100104_2015,10,100104,1,0,5391
100105_2015,10,100105,1,0,5392
100105_2015,10,100105,2,99,5393
100105_2015,10,100105,3,0,5394
100106_2015,10,100106,1,99,5395
100106_2015,10,100106,2,0,5396
100107_2015,10,100107,1,0,5397
100108_2015,10,100108,1,0,5398
100109_2015,10,100109,1,99,5399
100109_2015,10,100109,2,0,5400
100110_2015,10,100110,1,0,5401
100110_2015,10,100110,2,99,5402
100111_2015,10,100111,1,0,5403
100111_2015,10,100111,2,99,5404
100112_2015,10,100112,1,0,5405
100112_2015,10,100112,2,99,5406
100113_2015,10,100113,1,0,5407
100113_2015,10,100113,2,0,5408
100114_2015,10,100114,1,99,5409
100115_2015,10,100115,1,0,5410
100116_2015,10,100116,1,0,5411
100117_2015,10,100117,1,99,5412
100118_2015,10,100118,1,0,5413
100119_2015,10,100119,1,0,5414
100120_2015,10,100120,1,99,5415
100121_2015,10,100121,1,16,5416
100122_2015,10,100122,1,0,5417
110001_2015,11,110001,1,0,5418
110002_2015,11,110002,1,96,5419
110002_2015,11,110002,2,0,5420
110002_2015,11,110002,3,0,5421
110003_2015,11,110003,1,99,5422
110004_2015,11,110004,1,99,5423
110005_2015,11,110005,1,99,5424
110006_2015,11,110006,1,99,5425
110007_2015,11,110007,1,99,5426
110007_2015,11,110007,2,99,5427
110008_2015,11,110008,1,96,5428
110009_2015,11,110009,1,0,5429
110010_2015,11,110010,1,99,5430
110011_2015,11,110011,1,99,5431
110012_2015,11,110012,1,99,5432
110012_2015,11,110012,2,96,5433
110013_2015,11,110013,1,99,5434
110014_2015,11,110014,1,99,5435
110015_2015,11,110015,1,0,5436
110016_2015,11,110016,1,99,5437
110017_2015,11,110017,1,99,5438
110018_2015,11,110018,1,0,5439
110019_2015,11,110019,1,99,5440
110019_2015,11,110019,2,99,5441
110020_2015,11,110020,1,99,5442
110021_2015,11,110021,1,99,5443
110021_2015,11,110021,2,99,5444
110022_2015,11,110022,1,99,5445
110023_2015,11,110023,1,99,5446
110023_2015,11,110023,2,99,5447
240001_2015,24,240001,1,0,5448
240002_2015,24,240002,1,99,5449
240003_2015,24,240003,1,99,5450
240004_2015,24,240004,1,16,5451
240004_2015,24,240004,2,0,5452
240005_2015,24,240005,1,99,5453
240005_2015,24,240005,2,99,5454
240006_2015,24,240006,1,0,5455
240007_2015,24,240007,1,99,5456
240008_2015,24,240008,1,93,5457
240009_2015,24,240009,1,99,5458
240010_2015,24,240010,1,0,5459
240010_2015,24,240010,2,0,5460
240011_2015,24,240011,1,0,5461
240011_2015,24,240011,2,0,5462
240012_2015,24,240012,1,99,5463
240013_2015,24,240013,1,93,5464
240013_2015,24,240013,2,99,5465
240014_2015,24,240014,1,0,5466
240015_2015,24,240015,1,99,5467
240015_2015,24,240015,2,0,5468
240016_2015,24,240016,1,99,5469
240017_2015,24,240017,1,99,5470
240018_2015,24,240018,1,99,5471
240019_2015,24,240019,1,99,5472
240020_2015,24,240020,1,0,5473
240021_2015,24,240021,1,0,5474
240021_2015,24,240021,2,99,5475
240021_2015,24,240021,3,99,5476
240022_2015,24,240022,1,0,5477
240023_2015,24,240023,1,0,5478
240024_2015,24,240024,1,96,5479
240025_2015,24,240025,1,99,5480
240025_2015,24,240025,2,0,5481
240026_2015,24,240026,1,0,5482
240027_2015,24,240027,1,99,5483
240028_2015,24,240028,1,12,5484
240029_2015,24,240029,1,0,5485
240029_2015,24,240029,2,0,5486
240029_2015,24,240029,3,0,5487
240030_2015,24,240030,1,99,5488
240030_2015,24,240030,2,0,5489
240031_2015,24,240031,1,0,5490
240032_2015,24,240032,1,0,5491
240032_2015,24,240032,2,0,5492
240032_2015,24,240032,3,0,5493
240033_2015,24,240033,1,0,5494
240034_2015,24,240034,1,6,5495
240035_2015,24,240035,1,0,5496
240035_2015,24,240035,2,0,5497
240036_2015,24,240036,1,99,5498
240037_2015,24,240037,1,93,5499
240037_2015,24,240037,2,0,5500
240038_2015,24,240038,1,0,5501
240038_2015,24,240038,2,0,5502
240039_2015,24,240039,1,99,5503
240040_2015,24,240040,1,0,5504
240041_2015,24,240041,1,99,5505
240042_2015,24,240042,1,1,5506
240042_2015,24,240042,2,0,5507
240043_2015,24,240043,1,96,5508
240044_2015,24,240044,1,99,5509
240044_2015,24,240044,2,0,5510
240045_2015,24,240045,1,99,5511
240046_2015,24,240046,1,0,5512
240046_2015,24,240046,2,0,5513
240046_2015,24,240046,3,0,5514
240047_2015,24,240047,1,1,5515
240047_2015,24,240047,2,0,5516
240048_2015,24,240048,1,0,5517
240049_2015,24,240049,1,99,5518
240049_2015,24,240049,2,0,5519
240050_2015,24,240050,1,99,5520
240051_2015,24,240051,1,99,5521
240051_2015,24,240051,2,99,5522
240051_2015,24,240051,3,0,5523
240051_2015,24,240051,4,0,5524
240052_2015,24,240052,1,99,5525
240052_2015,24,240052,2,0,5526
240053_2015,24,240053,1,99,5527
240053_2015,24,240053,2,0,5528
240054_2015,24,240054,1,99,5529
240054_2015,24,240054,2,0,5530
240055_2015,24,240055,1,99,5531
240056_2015,24,240056,1,93,5532
240056_2015,24,240056,2,0,5533
240057_2015,24,240057,1,0,5534
240058_2015,24,240058,1,99,5535
240059_2015,24,240059,1,99,5536
240060_2015,24,240060,1,93,5537
240061_2015,24,240061,1,0,5538
240062_2015,24,240062,1,99,5539
240062_2015,24,240062,2,0,5540
240063_2015,24,240063,1,93,5541
240063_2015,24,240063,2,0,5542
240063_2015,24,240063,3,0,5543
240064_2015,24,240064,1,93,5544
240065_2015,24,240065,1,1,5545
240065_2015,24,240065,2,0,5546
240066_2015,24,240066,1,0,5547
240067_2015,24,240067,1,1,5548
240068_2015,24,240068,1,0,5549
240069_2015,24,240069,1,0,5550
240069_2015,24,240069,2,0,5551
240069_2015,24,240069,3,0,5552
240070_2015,24,240070,1,99,5553
240071_2015,24,240071,1,99,5554
240072_2015,24,240072,1,0,5555
240073_2015,24,240073,1,0,5556
240073_2015,24,240073,2,0,5557
240074_2015,24,240074,1,0,5558
240074_2015,24,240074,2,93,5559
240075_2015,24,240075,1,0,5560
240075_2015,24,240075,2,0,5561
240076_2015,24,240076,1,0,5562
240077_2015,24,240077,1,0,5563
240078_2015,24,240078,1,0,5564
240078_2015,24,240078,2,0,5565
240078_2015,24,240078,3,0,5566
240079_2015,24,240079,1,99,5567
240079_2015,24,240079,2,0,5568
240080_2015,24,240080,1,99,5569
240081_2015,24,240081,1,98,5570
240081_2015,24,240081,2,0,5571
240082_2015,24,240082,1,0,5572
240082_2015,24,240082,2,0,5573
240083_2015,24,240083,1,0,5574
240084_2015,24,240084,1,0,5575
240085_2015,24,240085,1,0,5576
240086_2015,24,240086,1,99,5577
240087_2015,24,240087,1,3,5578
240088_2015,24,240088,1,98,5579
240089_2015,24,240089,1,0,5580
240090_2015,24,240090,1,99,5581
240091_2015,24,240091,1,99,5582
240092_2015,24,240092,1,0,5583
240093_2015,24,240093,1,99,5584
240093_2015,24,240093,2,0,5585
240094_2015,24,240094,1,1,5586
240095_2015,24,240095,1,0,5587
240096_2015,24,240096,1,0,5588
240096_2015,24,240096,2,0,5589
240097_2015,24,240097,1,99,5590
240098_2015,24,240098,1,1,5591
240099_2015,24,240099,1,93,5592
240099_2015,24,240099,2,0,5593
240099_2015,24,240099,3,0,5594
240100_2015,24,240100,1,93,5595
240100_2015,24,240100,2,0,5596
240100_2015,24,240100,3,0,5597
240100_2015,24,240100,4,0,5598
240101_2015,24,240101,1,0,5599
240102_2015,24,240102,1,0,5600
240102_2015,24,240102,2,0,5601
240103_2015,24,240103,1,99,5602
240104_2015,24,240104,1,0,5603
240105_2015,24,240105,1,99,5604
240106_2015,24,240106,1,98,5605
240107_2015,24,240107,1,0,5606
240108_2015,24,240108,1,0,5607
240108_2015,24,240108,2,0,5608
240108_2015,24,240108,3,0,5609
240109_2015,24,240109,1,99,5610
240109_2015,24,240109,2,0,5611
240110_2015,24,240110,1,99,5612
240110_2015,24,240110,2,0,5613
240111_2015,24,240111,1,99,5614
240111_2015,24,240111,2,0,5615
240112_2015,24,240112,1,0,5616
240112_2015,24,240112,2,0,5617
240113_2015,24,240113,1,1,5618
240113_2015,24,240113,2,0,5619
240114_2015,24,240114,1,99,5620
240115_2015,24,240115,1,99,5621
240116_2015,24,240116,1,99,5622
240116_2015,24,240116,2,0,5623
240117_2015,24,240117,1,6,5624
240117_2015,24,240117,2,0,5625
240118_2015,24,240118,1,15,5626
240120_2015,24,240120,1,0,5627
240120_2015,24,240120,2,0,5628
240121_2015,24,240121,1,0,5629
240122_2015,24,240122,1,0,5630
240123_2015,24,240123,1,10,5631
240123_2015,24,240123,2,0,5632
240124_2015,24,240124,1,0,5633
240125_2015,24,240125,1,1,5634
240125_2015,24,240125,2,0,5635
240126_2015,24,240126,1,0,5636
240126_2015,24,240126,2,0,5637
240127_2015,24,240127,1,99,5638
240128_2015,24,240128,1,97,5639
240129_2015,24,240129,1,1,5640
240129_2015,24,240129,2,0,5641
240129_2015,24,240129,3,0,5642
240129_2015,24,240129,4,0,5643
240129_2015,24,240129,5,0,5644
240130_2015,24,240130,1,99,5645
240131_2015,24,240131,1,0,5646
240132_2015,24,240132,1,6,5647
240133_2015,24,240133,1,99,5648
240134_2015,24,240134,1,93,5649
240134_2015,24,240134,2,0,5650
240135_2015,24,240135,1,0,5651
240135_2015,24,240135,2,0,5652
240136_2015,24,240136,1,0,5653
240137_2015,24,240137,1,0,5654
240138_2015,24,240138,1,99,5655
240139_2015,24,240139,1,99,5656
240139_2015,24,240139,2,99,5657
240140_2015,24,240140,1,99,5658
240141_2015,24,240141,1,99,5659
240142_2015,24,240142,1,97,5660
240143_2015,24,240143,1,99,5661
240144_2015,24,240144,1,99,5662
240145_2015,24,240145,1,0,5663
240146_2015,24,240146,1,0,5664
240147_2015,24,240147,1,99,5665
240148_2015,24,240148,1,99,5666
240148_2015,24,240148,2,0,5667
240149_2015,24,240149,1,99,5668
240150_2015,24,240150,1,99,5669
240151_2015,24,240151,1,0,5670
240151_2015,24,240151,2,0,5671
240152_2015,24,240152,1,99,5672
240153_2015,24,240153,1,98,5673
240154_2015,24,240154,1,0,5674
240155_2015,24,240155,1,1,5675
240155_2015,24,240155,2,0,5676
240156_2015,24,240156,1,99,5677
240157_2015,24,240157,1,99,5678
240157_2015,24,240157,2,99,5679
240158_2015,24,240158,1,99,5680
240158_2015,24,240158,2,99,5681
240159_2015,24,240159,1,0,5682
240160_2015,24,240160,1,0,5683
240161_2015,24,240161,1,99,5684
240161_2015,24,240161,2,99,5685
240162_2015,24,240162,1,99,5686
240162_2015,24,240162,2,0,5687
240163_2015,24,240163,1,99,5688
240164_2015,24,240164,1,99,5689
240164_2015,24,240164,2,0,5690
240164_2015,24,240164,3,0,5691
240165_2015,24,240165,1,0,5692
240165_2015,24,240165,2,0,5693
240166_2015,24,240166,1,0,5694
240166_2015,24,240166,2,0,5695
240167_2015,24,240167,1,0,5696
240168_2015,24,240168,1,0,5697
240169_2015,24,240169,1,0,5698
240170_2015,24,240170,1,93,5699
240171_2015,24,240171,1,93,5700
240172_2015,24,240172,1,0,5701
240173_2015,24,240173,1,0,5702
240173_2015,24,240173,2,0,5703
240174_2015,24,240174,1,1,5704
240175_2015,24,240175,1,0,5705
240176_2015,24,240176,1,1,5706
240176_2015,24,240176,2,0,5707
240177_2015,24,240177,1,0,5708
240178_2015,24,240178,1,99,5709
240179_2015,24,240179,1,99,5710
240180_2015,24,240180,1,99,5711
240181_2015,24,240181,1,0,5712
240182_2015,24,240182,1,98,5713
240183_2015,24,240183,1,99,5714
240184_2015,24,240184,1,0,5715
