st_case_year,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK,idno
100091_2012,10,100091,1,1,1,9,11,2,22,42,0,1,0,10,1,13,12,13012,4,2006,1LNHM87A66Y6,1,L,N,H,M,8,7,A,6,6,Y,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,12,6,2,42,0,0,1,1,10,19933,6,1,0,0,3,0,69,171,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,2,45,3,1,2,1,0,0,14,12,1,2,4,7,1,1,956
100092_2012,10,100092,1,1,2,13,11,14,15,1,0,1,0,10,1,48,34,48034,4,2007,4S3BL6161772,4,S,3,B,L,6,1,6,1,7,7,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,1,6,0,6,2,1,0,0,0,1,10,19947,6,1,0,0,3,0,64,120,0,0,0,0,0,0,0,0,0,1,27,58,0,0,1,2,50,2,1,2,2,0,0,14,11,8,2,5,2,1,1,957
100093_2012,10,100093,1,1,2,14,11,15,32,30,0,1,0,10,2,22,18,22018,2,1998,1G2WP12K4WF2,1,G,2,W,P,1,2,K,4,W,F,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,30,0,0,0,1,10,19966,6,2,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,1,28,0,0,0,1,2,50,3,1,2,1,0,0,14,12,1,2,5,2,1,0,958
100094_2012,10,100094,1,1,1,15,11,15,59,8,0,1,0,10,1,54,35,54035,4,2005,19UUA66275A0,1,9,U,U,A,6,6,2,7,5,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,6,2,8,0,0,0,1,10,19711,6,1,0,0,3,0,71,255,0,1,0,0,0,12,2010,12,2010,0,0,0,0,0,2,4,45,1,1,2,1,0,0,1,80,1,1,1,13,0,0,959
100095_2012,10,100095,1,1,2,22,11,19,51,8,0,1,0,10,1,2,404,2404,14,1998,1J4GZ58S8WC1,1,J,4,G,Z,5,8,S,8,W,C,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,8,0,0,0,1,10,19803,6,1,0,0,3,0,75,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,40,1,1,2,1,0,0,1,80,1,1,1,13,0,0,960
100096_2012,10,100096,1,1,1,1,12,17,10,8,0,1,0,10,2,55,35,55035,4,2001,KMHDN45DX1U0,K,M,H,D,N,4,5,D,X,1,U,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,8,0,0,0,1,10,19701,6,1,0,0,3,0,64,112,0,0,0,0,0,0,0,0,0,0,86,0,0,0,3,4,40,1,1,2,1,0,0,1,80,1,1,1,13,0,0,961
100097_2012,10,100097,1,1,1,1,12,5,52,8,0,1,0,10,1,7,482,7482,31,2011,1D7RV1GT1BS6,1,D,7,R,V,1,G,T,1,B,S,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,2,3,8,0,0,0,1,10,19711,6,1,0,0,3,0,73,206,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,2,40,1,1,2,1,0,0,1,80,9,2,1,13,0,0,962
100098_2012,10,100098,1,1,1,4,12,20,37,1,0,1,0,10,1,12,423,12423,16,2000,1FMNU43S1YEB,1,F,M,N,U,4,3,S,1,Y,E,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,1,5,0,6,2,1,0,0,0,1,10,19966,6,1,0,0,3,0,71,245,0,0,0,0,0,0,0,0,0,1,58,0,0,0,3,4,40,2,1,2,1,0,0,14,11,9,2,4,2,1,1,963
100099_2012,10,100099,1,1,1,5,12,0,31,53,0,1,0,10,2,2,404,2404,14,1998,1J4GZ58Y9WC1,1,J,4,G,Z,5,8,Y,9,W,C,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,1,5,12,6,2,30,0,0,0,1,10,19943,2,1,0,0,2,0,71,190,0,2,2,1,1,7,2010,1,2011,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,11,1,1,4,1,1,1,964
100100_2012,10,100100,1,1,2,17,11,15,44,8,0,1,0,10,1,20,422,20422,15,2010,1GCSKSE00AZ2,1,G,C,S,K,S,E,0,0,A,Z,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,6,0,1,8,0,0,0,1,10,19701,6,1,0,0,3,0,70,200,0,0,0,0,0,0,0,0,0,0,36,38,0,0,1,2,45,1,1,2,1,0,0,13,80,1,1,1,92,0,0,965
100101_2012,10,100101,1,1,1,15,12,17,25,8,0,1,0,10,2,37,32,37032,4,1991,1HGCB7569MA1,1,H,G,C,B,7,5,6,9,M,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,8,0,0,0,1,10,19904,1,1,0,0,2,0,71,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,80,1,1,1,13,0,0,966
100102_2012,10,100102,1,1,1,17,12,0,26,30,0,1,0,10,1,2,403,2403,14,1998,1J4FY29P1WP7,1,J,4,F,Y,2,9,P,1,W,P,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,30,0,0,0,1,10,19971,6,1,0,0,3,3,70,275,0,0,0,0,2,6,2011,2,2012,1,0,0,0,0,1,2,50,2,1,2,2,0,0,14,13,1,1,4,1,1,1,967
100103_2012,10,100103,1,2,1,12,12,18,18,12,1,1,0,10,1,20,482,20482,31,2005,3GNEK12Z75G1,3,G,N,E,K,1,2,Z,7,5,G,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,6,6,2,12,0,0,0,1,10,19934,6,1,0,0,3,3,68,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,55,1,1,2,1,0,0,2,18,1,1,1,29,0,0,968
100103_2012,10,100103,2,2,2,12,12,18,18,12,1,1,0,24,1,22,16,22016,4,1998,1G2JB1246W75,1,G,2,J,B,1,2,4,6,W,7,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,12,0,0,0,1,24,21613,6,1,0,0,3,0,59,130,0,0,0,0,0,0,0,0,0,1,26,0,0,0,2,4,55,1,1,2,1,0,0,1,52,2,1,1,28,1,0,969
100104_2012,10,100104,1,1,1,22,12,20,1,33,0,1,0,10,1,72,706,72706,80,2012,1HD1JRV27CB0,1,H,D,1,J,R,V,2,7,C,B,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,33,0,0,0,1,10,19805,6,1,0,0,3,0,73,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,35,3,2,2,1,0,0,14,12,2,2,4,7,1,1,970
100105_2012,10,100105,1,2,1,24,12,18,34,12,6,1,0,10,1,35,48,35048,2,2006,JN1AZ34D76M3,J,N,1,A,Z,3,4,D,7,6,M,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,3,6,2,12,0,0,0,1,10,19901,6,1,0,0,3,0,66,135,0,0,0,1,0,2,2011,2,2011,0,28,0,0,0,1,2,40,1,1,2,2,0,0,99,10,1,4,2,64,1,1,971
100105_2012,10,100105,2,2,2,24,12,18,34,12,6,1,0,10,1,20,36,20036,2,2002,2G1WX15K6292,2,G,1,W,X,1,5,K,6,2,9,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,12,0,0,0,1,10,19962,6,1,0,0,3,3,70,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,2,2,0,0,1,62,1,1,1,65,1,0,972
100106_2012,10,100106,1,1,2,25,12,1,15,24,0,1,0,10,1,12,473,12473,30,2004,1FMZU73K54UA,1,F,M,Z,U,7,3,K,5,4,U,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,60,0,1,3,3,6,2,1,0,0,0,1,10,19805,2,1,0,0,2,0,999,999,0,3,0,0,0,8,2012,11,2012,1,36,0,0,0,3,3,65,3,1,2,2,0,0,16,12,99,4,4,7,1,1,973
100107_2012,10,100107,1,1,2,26,12,5,26,8,0,1,0,10,1,37,32,37032,4,2003,1HGCM66513A0,1,H,G,C,M,6,6,5,1,3,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,4,3,8,0,0,0,1,10,19808,1,1,0,0,2,0,61,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,2,2,1,1,3,1,80,99,1,1,13,0,0,974
100108_2012,10,100108,1,1,1,27,12,19,15,34,0,1,0,10,1,24,9,24009,4,2007,1G8ZS57N27F2,1,G,8,Z,S,5,7,N,2,7,F,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,42,0,0,0,1,10,19734,6,1,0,0,3,0,71,200,0,1,0,1,0,1,2010,8,2010,0,0,0,0,0,3,4,40,1,2,2,1,0,0,1,13,1,2,4,2,1,1,975
110001_2012,11,110001,1,2,1,9,1,19,52,12,2,1,0,24,1,12,481,12481,31,1996,1FTEF15N7TNA,1,F,T,E,F,1,5,N,7,T,N,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20747,6,1,0,0,3,0,67,160,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,4,25,1,1,2,2,0,0,1,10,1,1,2,50,1,1,976
110001_2012,11,110001,2,2,1,9,1,19,52,12,2,1,0,24,1,23,481,23481,31,2005,2GTEK13T3512,2,G,T,E,K,1,3,T,3,5,1,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20743,6,1,0,0,3,0,70,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25,1,1,2,2,0,0,1,62,1,1,1,51,0,0,977
110002_2012,11,110002,1,2,3,29,1,3,15,33,0,1,0,51,5,9,442,9442,20,1999,2P4FP25B6XR3,2,P,4,F,P,2,5,B,6,X,R,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,6,2,42,0,0,0,1,99,99999,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,1,6,0,0,0,1,2,25,1,1,2,1,0,0,1,6,1,4,4,7,2,0,978
110002_2012,11,110002,2,2,2,29,1,3,15,33,0,1,0,11,3,20,2,20002,4,2009,2G1WS57M5913,2,G,1,W,S,5,7,M,5,9,1,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,12,6,2,12,0,0,0,1,11,20001,6,1,0,0,3,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25,1,1,2,1,0,0,2,62,2,1,1,98,0,0,979
110003_2012,11,110003,1,1,1,26,1,19,42,8,0,1,0,24,2,20,461,20461,21,2004,1GCHG35U5411,1,G,C,H,G,3,5,U,5,4,1,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,3,8,0,0,0,1,24,20678,6,1,0,0,3,0,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,1,3,25,1,1,2,1,2,3,1,80,2,1,1,13,0,0,980
110004_2012,11,110004,1,2,2,17,2,13,10,12,2,1,0,11,1,19,3,19003,4,2001,1G6KD54Y01U2,1,G,6,K,D,5,4,Y,0,1,U,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,1,12,0,0,0,1,11,20011,3,1,0,0,2,0,66,178,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,4,25,1,1,2,1,2,3,11,15,1,1,2,68,0,0,981
110004_2012,11,110004,2,2,1,17,2,13,10,12,2,1,0,11,1,37,706,37706,80,2007,1HFSC55057A3,1,H,F,S,C,5,5,0,5,7,A,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,11,20002,6,1,0,0,2,0,69,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25,1,1,2,1,2,3,1,62,1,1,1,69,1,0,982
110005_2012,11,110005,1,1,1,2,4,13,55,8,0,1,0,24,2,86,883,86883,63,2007,1M2K189C67M0,1,M,2,K,1,8,9,C,6,7,M,0,0,0,56,02015079,5602015079,3,2,7,1,0,0,0,0,0,0,0,998,0,0,0,6,0,3,8,0,0,0,1,24,20720,6,1,6,1,3,0,70,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,1,1,1,1,0,0,13,80,1,1,1,92,0,0,983
110006_2012,11,110006,1,2,2,23,6,19,20,12,2,1,0,92,0,98,701,98701,80,2008,LJ4TCBPN48M0,L,J,4,T,C,B,P,N,4,8,M,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,99,20018,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,1,0,0,0,0,1,2,25,1,1,2,1,0,0,1,8,1,1,2,50,1,0,984
110006_2012,11,110006,2,2,1,23,6,19,20,12,2,1,0,24,1,14,4,14004,2,1995,1MELM6247SH6,1,M,E,L,M,6,2,4,7,S,H,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,2,3,12,0,0,0,1,24,20772,6,1,0,0,3,0,66,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,2,1,2,1,0,0,14,62,2,1,1,51,0,0,985
110007_2012,11,110007,1,2,2,23,6,10,58,12,6,1,0,12,1,54,36,54036,4,2005,JH4KB16545C0,J,H,4,K,B,1,6,5,4,5,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,51,22304,6,1,0,0,3,0,74,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25,1,1,2,1,2,3,1,66,4,1,2,88,0,0,986
110007_2012,11,110007,2,2,2,23,6,10,58,12,6,1,0,24,1,49,442,49442,20,2010,5TDKK4CC2AS3,5,T,D,K,K,4,C,C,2,A,S,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,11,6,2,8,0,0,0,1,24,21206,6,1,0,0,3,0,69,220,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,3,25,1,1,2,1,2,3,1,17,2,1,1,89,0,0,987
110008_2012,11,110008,1,1,2,4,8,1,35,33,0,1,0,11,1,55,36,55036,3,2003,KMHCG35C73U2,K,M,H,C,G,3,5,C,7,3,U,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,6,2,30,0,0,0,1,11,20018,6,1,0,0,3,0,66,110,0,0,0,0,0,0,0,0,0,1,99,99,99,99,1,2,25,1,1,2,1,20,3,1,13,99,1,4,1,1,0,988
110009_2012,11,110009,1,1,1,27,9,22,56,8,0,1,0,11,2,98,983,98983,52,2010,5FYH7FV17AC0,5,F,Y,H,7,F,V,1,7,A,C,0,0,0,99,999999999,99999999999,2,21,22,1,0,0,0,0,6,0,0,998,0,0,0,14,0,1,8,0,0,0,1,24,20784,6,1,6,1,3,1,74,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25,1,1,2,1,0,0,1,80,2,1,1,13,0,0,989
110010_2012,11,110010,1,1,1,29,9,17,33,25,0,1,0,24,1,53,706,53706,80,2005,JS1GT76A5521,J,S,1,G,T,7,6,A,5,5,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,30,0,0,0,1,24,20707,6,1,0,0,3,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,45,1,1,2,1,0,0,1,60,8,1,4,6,1,0,990
110011_2012,11,110011,1,1,2,1,10,9,0,33,0,1,0,36,2,7,24,7024,4,2011,2B3CL3CG1BH6,2,B,3,C,L,3,C,G,1,B,H,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,2,3,8,0,0,0,1,24,20607,6,1,0,0,3,0,62,175,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,1,2,25,1,1,2,1,0,0,99,13,1,1,4,1,0,0,991
110012_2012,11,110012,1,2,1,4,10,17,49,5,0,1,0,51,1,53,706,53706,80,2006,JS1GR7GA4621,J,S,1,G,R,7,G,A,4,6,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,0,6,2,5,0,0,0,1,24,20758,6,1,0,0,2,0,72,185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,25,1,1,2,1,0,0,1,6,99,9,3,0,1,0,992
110012_2012,11,110012,2,2,1,4,10,17,49,5,0,1,0,24,1,12,37,12037,4,2006,1FAFP34N26W1,1,F,A,F,P,3,4,N,2,6,W,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,18,0,1,54,0,0,0,1,24,20901,6,1,0,0,3,0,65,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,1,1,2,1,0,0,11,10,1,1,3,98,0,0,993
110013_2012,11,110013,1,1,1,18,12,23,5,8,0,1,1,99,9,7,24,7024,4,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,99,000000000,99000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,9,1,8,99,99,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,1,99,99,99,99,1,2,25,1,1,2,1,0,0,1,80,99,9,9,13,0,0,994
110014_2012,11,110014,1,2,1,28,12,18,6,8,0,1,0,51,1,22,2,22002,4,2003,1G2HY52K0341,1,G,2,H,Y,5,2,K,0,3,4,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,3,8,0,0,0,1,51,22060,6,1,0,0,3,0,68,192,0,1,0,0,1,9,2012,9,2012,0,0,0,0,0,1,4,25,1,1,2,1,2,3,1,80,2,1,1,13,0,0,995
110014_2012,11,110014,2,2,1,28,12,18,6,8,0,1,1,99,9,99,399,99399,9,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,14,9,1,8,99,99,0,1,99,99999,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,1,4,25,1,1,2,1,2,3,99,99,99,9,9,98,0,0,996
240001_2012,24,240001,1,1,2,2,1,18,36,8,0,1,0,24,2,37,32,37032,2,2000,JHMBB6147YC0,J,H,M,B,B,6,1,4,7,Y,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,12,4,3,8,0,0,0,1,24,21222,6,1,0,0,3,3,69,165,0,0,0,0,1,2,2011,2,2011,0,0,0,0,0,3,2,50,1,1,8,1,0,0,1,80,1,1,1,13,0,0,997
240002_2012,24,240002,1,1,1,3,1,15,22,8,0,1,0,24,1,20,444,20444,20,2005,1GNDV33L55D1,1,G,N,D,V,3,3,L,5,5,D,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,10,0,1,8,0,0,0,1,24,21230,6,1,0,0,3,0,66,138,0,0,0,0,1,5,2010,5,2010,0,0,0,0,0,3,2,30,1,2,2,1,0,0,1,81,1,1,1,13,0,0,998
240003_2012,24,240003,1,1,1,16,1,22,47,30,0,1,0,24,1,35,43,35043,4,2002,3N1CB51D22L6,3,N,1,C,B,5,1,D,2,2,L,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,30,0,0,0,1,24,21158,6,1,0,0,3,0,66,170,0,0,0,0,0,0,0,0,0,1,87,0,0,0,1,2,35,2,2,2,4,0,0,14,5,99,3,4,2,1,0,999
240004_2012,24,240004,1,1,1,22,1,16,31,42,0,1,0,24,2,54,39,54039,4,2008,JH4CL96988C0,J,H,4,C,L,9,6,9,8,8,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,42,0,0,0,1,24,20639,6,1,0,0,3,1,63,125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35,4,2,2,2,0,0,14,11,99,4,4,2,1,0,1000
240005_2012,24,240005,1,2,1,17,1,5,29,12,6,1,0,18,3,82,881,82881,66,2012,1FUJGEBG9CLB,1,F,U,J,G,E,B,G,9,C,L,B,1,1,57,603592,57603592,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21701,6,1,6,0,3,0,73,240,0,0,0,0,3,8,2010,8,2011,1,28,0,0,0,1,2,40,2,2,2,2,0,0,14,6,7,1,2,64,0,0,1001
240005_2012,24,240005,2,2,1,17,1,5,29,12,6,1,0,24,3,20,481,20481,31,2007,1GCEC19X47Z1,1,G,C,E,C,1,9,X,4,7,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21701,6,1,0,0,3,3,70,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,2,2,2,2,0,0,14,62,99,1,1,65,1,0,1002
240006_2012,24,240006,1,1,1,20,1,0,25,24,0,1,0,24,3,12,481,12481,31,2002,1FTSX31F02ED,1,F,T,S,X,3,1,F,0,2,E,D,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,30,0,0,0,1,12,33931,6,1,0,0,3,0,68,999,0,0,0,1,0,3,2009,3,2009,0,0,0,0,0,2,6,45,1,1,2,1,0,0,1,10,1,1,4,6,1,0,1003
240007_2012,24,240007,1,2,1,17,1,2,8,12,1,1,0,37,1,85,881,85881,66,2002,1XKTD69X92J8,1,X,K,T,D,6,9,X,9,2,J,8,1,1,57,1614764,571614764,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,37,28304,6,1,6,0,3,0,66,999,0,0,0,1,2,4,2010,5,2011,1,0,0,0,0,3,3,65,1,1,2,1,0,0,1,50,1,1,1,20,0,0,1004
240007_2012,24,240007,2,2,2,17,1,2,8,12,1,1,0,24,1,20,2,20002,4,2002,2G1WF55E0291,2,G,1,W,F,5,5,E,0,2,9,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,20895,6,1,0,0,3,0,67,140,0,0,0,0,0,0,0,0,0,0,54,0,0,0,3,3,65,1,1,2,1,0,0,5,53,1,1,1,21,1,0,1005
240008_2012,24,240008,1,1,1,26,1,6,29,1,0,1,0,24,1,20,431,20431,16,2003,3GNFK16Z83G3,3,G,N,F,K,1,6,Z,8,3,G,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,5,0,6,2,1,0,0,0,1,24,21811,6,1,0,0,3,0,65,115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,50,1,1,2,1,0,0,1,11,6,3,4,2,1,1,1006
240009_2012,24,240009,1,2,1,26,1,5,9,12,6,1,0,42,2,82,881,82881,66,2007,1FUJA6CK47LZ,1,F,U,J,A,6,C,K,4,7,L,Z,1,1,57,314990,57314990,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,4,3,12,0,0,0,1,42,17055,6,1,6,0,3,0,72,999,0,0,0,0,0,0,0,0,0,9,99,99,99,99,2,2,40,1,1,2,1,3,3,1,66,1,1,1,88,0,0,1007
240009_2012,24,240009,2,2,1,26,1,5,9,12,6,1,0,24,1,20,36,20036,2,2006,2G1WL16C4692,2,G,1,W,L,1,6,C,4,6,9,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21001,6,1,0,0,3,0,66,175,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2,2,40,1,1,2,1,3,3,1,17,1,1,1,89,1,0,1008
240010_2012,24,240010,1,1,1,28,1,6,41,8,0,1,0,24,2,2,1,2001,6,2011,1J4NF1FBXBD2,1,J,4,N,F,1,F,B,X,B,D,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,21628,6,1,0,0,3,0,67,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,55,1,1,2,1,0,0,1,80,6,1,1,13,0,0,1009
240011_2012,24,240011,1,1,1,22,1,19,3,8,0,1,1,24,1,12,21,12021,4,2005,1FAFP25145G1,1,F,A,F,P,2,5,1,4,5,G,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,9,1,8,0,0,0,1,24,21236,6,1,0,0,3,0,72,176,0,1,0,0,0,1,2010,1,2010,0,38,0,0,0,1,4,30,1,1,2,1,0,0,1,80,1,1,1,13,0,0,1010
240012_2012,24,240012,1,2,1,6,1,19,9,12,6,1,0,24,1,55,37,55037,2,2007,KMHHM66D67U2,K,M,H,H,M,6,6,D,6,7,U,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,20690,6,1,0,0,3,0,63,110,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,40,1,1,2,1,0,0,1,50,6,1,2,98,0,0,1011
240012_2012,24,240012,2,2,0,6,1,19,9,12,6,1,0,24,1,41,471,41471,30,1995,4F4CR16U2STM,4,F,4,C,R,1,6,U,2,S,T,M,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,0,0,99997,7,6,97,7,6,7,998,997,998,998,998,998,998,98,9998,98,9998,8,54,0,0,0,1,2,40,1,1,2,1,0,0,0,19,0,0,0,98,0,0,1012
