st_case_year,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK,idno
100048_2012,10,100048,2,2,1,15,7,3,58,12,6,1,0,12,3,51,882,51882,66,1998,4VG7DARH5WN7,4,V,G,7,D,A,R,H,5,W,N,7,1,1,12,132372900,12132372900,3,6,1,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,12,32837,6,1,6,1,3,3,70,999,0,0,0,0,2,1,2010,8,2011,0,84,0,0,0,2,4,55,1,1,2,1,21,3,1,62,2,1,2,69,0,0,899
100049_2012,10,100049,1,1,4,29,5,13,45,40,0,1,0,10,1,12,35,12035,4,2000,3FAFP66ZXYM1,3,F,A,F,P,6,6,Z,X,Y,M,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,2,5,10,6,2,1,0,0,0,1,10,19901,1,1,0,0,2,3,68,155,0,0,0,0,0,0,0,0,0,1,6,58,0,0,1,2,50,2,1,2,1,0,0,14,13,9,2,4,2,1,0,900
100050_2012,10,100050,1,1,1,18,7,21,28,30,0,1,0,0,0,12,481,12481,31,1997,1FTDX07W0VKA,1,F,T,D,X,0,7,W,0,V,K,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,9,6,2,30,0,0,0,1,96,0,6,1,0,0,3,9,999,999,99,99,99,99,99,99,9999,99,9999,0,99,99,99,99,1,2,50,2,2,2,1,0,0,14,12,1,4,5,7,1,1,901
100051_2012,10,100051,1,1,1,25,7,3,12,8,0,1,1,10,1,37,31,37031,2,2012,2HGFG3B51CH5,2,H,G,F,G,3,B,5,1,C,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,4,3,8,0,0,0,1,10,19701,6,1,0,0,3,3,63,120,0,0,0,1,0,8,2011,8,2011,0,38,0,0,0,1,2,45,1,1,2,1,0,0,1,80,99,1,3,13,0,0,902
100052_2012,10,100052,1,1,1,25,7,22,53,1,0,1,0,24,1,53,705,53705,80,2003,JS1GR7HA2321,J,S,1,G,R,7,H,A,2,3,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,6,2,1,0,0,0,1,24,21209,6,1,0,0,3,0,65,274,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,4,55,1,1,2,1,0,0,2,18,1,2,2,98,1,0,903
100053_2012,10,100053,1,1,1,28,7,1,35,25,0,1,0,10,2,12,481,12481,31,2005,1FTSX21P05EC,1,F,T,S,X,2,1,P,0,5,E,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,14,6,2,31,0,0,0,1,10,19808,6,1,0,0,3,0,72,225,0,0,0,0,0,0,0,0,0,9,6,0,0,0,3,6,55,3,1,2,1,21,3,14,10,1,2,5,7,1,1,904
100054_2012,10,100054,1,2,2,13,8,20,19,12,6,1,0,10,2,24,2,24002,2,1998,1G8ZF1283WZ1,1,G,8,Z,F,1,2,8,3,W,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,6,2,12,0,0,0,1,10,19968,6,2,0,0,3,0,64,116,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,6,45,1,1,2,1,20,3,1,17,1,1,2,87,0,0,905
100054_2012,10,100054,2,2,2,13,8,20,19,12,6,1,0,24,1,53,705,53705,80,2009,JS1GN7EA5921,J,S,1,G,N,7,E,A,5,9,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,12,6,2,12,0,0,0,1,24,20832,6,1,0,0,3,0,68,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,45,1,1,2,1,0,0,1,66,1,1,3,86,1,0,906
100055_2012,10,100055,1,2,1,16,8,3,23,12,1,1,0,24,3,82,881,82881,62,2007,1FVACWCS67HY,1,F,V,A,C,W,C,S,6,7,H,Y,0,0,24,451903000,24451903000,2,1,1,1,0,0,0,0,0,0,0,62,0,0,0,12,6,2,12,0,0,0,1,24,20770,6,1,6,3,3,0,74,999,0,0,0,0,1,1,2012,1,2012,0,0,0,0,0,2,6,55,1,1,2,1,0,0,1,66,1,1,3,98,1,0,907
100055_2012,10,100055,2,2,1,16,8,3,23,12,1,1,0,48,3,82,881,82881,66,2002,1FUJBBCG12LJ,1,F,U,J,B,B,C,G,1,2,L,J,1,1,48,212810300,48212810300,3,6,1,1,0,0,0,0,0,0,0,10,0,0,0,6,6,2,12,0,0,0,1,39,43229,6,1,6,3,3,0,71,185,0,0,0,1,1,1,2010,4,2011,0,30,0,0,0,2,6,55,1,1,2,1,0,0,12,11,1,1,2,98,0,0,908
100056_2012,10,100056,1,1,1,17,8,20,47,8,0,1,0,10,1,41,51,41051,4,2012,JM1BL1W8XC16,J,M,1,B,L,1,W,8,X,C,1,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,4,3,8,0,0,0,1,10,19808,6,1,0,0,3,3,63,118,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,2,50,1,1,2,1,3,3,1,80,1,1,2,13,0,0,909
100057_2012,10,100057,1,1,1,22,8,20,57,59,0,1,0,10,1,72,706,72706,80,2006,1HD1FRW176Y6,1,H,D,1,F,R,W,1,7,6,Y,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,42,0,0,0,1,10,19947,6,1,0,0,3,0,74,201,0,0,0,0,0,0,0,0,0,1,28,0,0,0,1,2,50,3,1,2,1,0,0,14,13,1,1,5,1,1,1,910
100058_2012,10,100058,1,2,1,24,8,13,0,12,6,1,0,10,1,7,482,7482,31,1998,1B7HC16Y8WS7,1,B,7,H,C,1,6,Y,8,W,S,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,3,6,2,12,0,0,0,1,10,19973,6,1,0,0,3,3,76,220,0,1,0,1,0,10,2009,1,2010,0,39,0,0,0,1,4,50,1,1,1,1,20,3,1,17,1,1,6,87,0,0,911
100058_2012,10,100058,2,2,1,24,8,13,0,12,6,1,0,10,1,72,706,72706,80,2008,1HD1JD5158Y0,1,H,D,1,J,D,5,1,5,8,Y,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,10,19973,6,1,0,0,3,3,72,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,50,1,1,1,1,0,0,1,66,1,1,2,86,1,0,912
100059_2012,10,100059,1,1,2,25,8,20,42,42,0,1,0,10,1,35,39,35039,4,1996,JN1CA21DXTT1,J,N,1,C,A,2,1,D,X,T,T,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,42,0,0,0,1,10,19973,6,1,0,0,3,0,66,198,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,4,55,2,1,2,1,0,0,14,11,1,3,5,7,1,0,913
100060_2012,10,100060,1,1,1,25,8,20,42,8,0,1,0,10,1,37,32,37032,4,1997,1HGCE6674VA0,1,H,G,C,E,6,6,7,4,V,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,8,0,0,0,1,10,19702,6,1,0,0,3,0,67,165,0,0,0,0,0,0,0,0,0,0,86,0,0,0,2,4,55,1,1,2,1,0,0,1,80,8,1,3,13,0,0,914
100061_2012,10,100061,1,1,2,26,8,1,10,43,0,1,0,10,1,22,2,22002,4,2002,1G2HZ5415241,1,G,2,H,Z,5,4,1,5,2,4,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,97,0,1,2,12,6,2,1,0,0,0,1,10,19966,2,1,0,0,2,0,67,260,1,0,0,0,0,4,2012,4,2012,1,6,8,0,0,1,4,55,1,1,2,2,0,0,1,13,1,1,5,1,1,1,915
100062_2012,10,100062,1,2,1,20,8,6,9,12,7,1,0,10,1,7,482,7482,31,2011,1D7RB1GPXBS6,1,D,7,R,B,1,G,P,X,B,S,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,1,6,2,12,0,0,0,1,10,19810,6,1,0,0,3,0,67,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,1,1,0,0,1,61,1,1,2,45,0,0,916
100062_2012,10,100062,2,2,3,20,8,6,9,12,7,1,0,51,2,12,17,12017,4,2002,1FAFP53U92A1,1,F,A,F,P,5,3,U,9,2,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,9,6,2,12,0,0,0,1,51,20110,6,1,0,0,3,0,73,130,0,0,0,1,2,9,2010,7,2012,1,35,0,0,0,6,2,15,3,1,1,1,0,0,16,10,1,3,2,44,1,0,917
100063_2012,10,100063,1,1,2,26,8,22,50,42,0,1,0,10,2,37,32,37032,2,2003,1HGCM82693A0,1,H,G,C,M,8,2,6,9,3,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,3,6,2,42,0,0,0,1,10,19945,6,2,0,0,3,0,65,192,0,0,0,0,0,0,0,0,0,1,52,82,0,0,1,2,50,3,1,2,2,0,0,14,12,4,4,5,7,1,0,918
100064_2012,10,100064,1,2,1,27,8,7,30,12,6,1,0,10,2,41,37,41037,4,1995,1YVGE22C4S53,1,Y,V,G,E,2,2,C,4,S,5,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,11,6,2,12,0,0,0,1,10,19973,6,1,0,0,3,3,72,210,0,0,0,1,0,5,2012,5,2012,1,6,0,0,0,1,2,50,3,1,2,1,0,0,14,10,7,4,2,64,1,0,919
100064_2012,10,100064,2,2,1,27,8,7,30,12,6,1,1,10,1,49,442,49442,20,2009,5TDZK22CX9S2,5,T,D,Z,K,2,2,C,X,9,S,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,12,0,0,0,1,10,19947,6,1,0,0,3,0,64,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,2,1,2,1,0,0,14,62,9,1,2,65,0,0,920
100065_2012,10,100065,1,1,1,30,8,21,24,24,0,1,0,10,0,76,705,76705,80,2001,JYARJ04E51A0,J,Y,A,R,J,0,4,E,5,1,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,24,0,0,0,1,10,19950,6,1,0,0,3,3,67,151,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,2,50,1,1,2,1,0,0,1,13,1,2,5,2,1,1,921
100066_2012,10,100066,1,1,1,17,8,21,25,8,0,1,0,42,1,49,40,49040,4,2011,4T1BF3EK2BU6,4,T,1,B,F,3,E,K,2,B,U,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,4,1,8,0,0,0,1,42,19061,6,1,0,0,3,0,72,999,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,2,45,1,1,2,1,0,0,1,80,6,2,2,13,0,0,922
100067_2012,10,100067,1,1,1,2,9,2,18,8,0,1,0,10,2,30,40,30040,4,2000,3VWSC29MXYM0,3,V,W,S,C,2,9,M,X,Y,M,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,12,6,2,8,0,0,0,1,10,19971,6,1,0,0,3,0,62,120,0,0,0,2,0,9,2011,3,2012,0,82,0,0,0,2,4,55,1,1,2,1,0,0,1,80,1,1,1,13,0,1,923
100068_2012,10,100068,1,1,1,31,8,22,25,30,0,1,0,10,2,54,31,54031,3,1997,JH4DC4357VS0,J,H,4,D,C,4,3,5,7,V,S,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,3,6,2,30,0,0,0,1,10,19901,1,1,0,0,2,0,67,160,0,2,0,0,0,1,2011,1,2012,0,58,0,0,0,1,2,50,3,1,2,1,0,0,14,11,8,2,5,2,1,1,924
100069_2012,10,100069,1,2,1,3,9,17,34,12,6,1,0,10,1,20,481,20481,31,1994,1GCDC14Z5RZ1,1,G,C,D,C,1,4,Z,5,R,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,12,4,3,12,0,0,0,1,10,19933,6,1,0,0,3,0,71,180,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,55,1,1,2,1,0,0,11,11,1,1,1,68,0,0,925
100069_2012,10,100069,2,2,1,3,9,17,34,12,6,1,0,10,1,53,706,53706,80,2007,JS1VT54A9721,J,S,1,V,T,5,4,A,9,7,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,3,6,2,12,0,0,0,1,10,19904,6,1,0,0,3,3,68,180,0,0,0,0,1,2,2012,2,2012,0,84,0,0,0,1,2,55,1,1,2,1,0,0,1,63,2,2,1,69,1,0,926
100070_2012,10,100070,1,1,1,5,9,17,50,34,0,1,0,10,1,12,481,12481,31,2010,1FTEW1C81AFC,1,F,T,E,W,1,C,8,1,A,F,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,9,6,2,30,0,0,0,1,10,19956,6,1,0,0,3,3,71,215,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,50,1,1,2,1,0,0,1,13,1,1,5,6,1,1,927
100071_2012,10,100071,1,1,2,19,9,2,19,53,0,1,0,10,2,53,35,53035,4,2004,KL5VJ52L54B0,K,L,5,V,J,5,2,L,5,4,B,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,1,6,12,6,2,26,0,0,0,1,10,19973,6,1,0,0,3,0,65,145,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,2,50,1,1,2,2,0,0,1,87,8,3,5,8,1,0,928
100072_2012,10,100072,1,1,2,27,9,17,16,30,0,1,0,10,1,12,481,12481,31,1986,1FTHF26H6GNA,1,F,T,H,F,2,6,H,6,G,N,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,1,5,12,6,2,1,0,0,0,1,10,19939,6,1,0,0,3,0,69,254,0,0,0,1,1,10,2011,8,2012,1,8,36,0,0,1,2,50,3,1,2,1,40,3,6,13,9,4,4,7,1,0,929
100073_2012,10,100073,1,1,1,25,9,7,32,8,0,1,1,10,2,37,402,37402,14,2002,JHLRD78542C0,J,H,L,R,D,7,8,5,4,2,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,12,4,1,8,0,0,0,1,10,19701,6,1,0,0,3,3,64,160,0,0,0,0,0,0,0,0,0,1,34,86,0,0,1,2,35,1,1,2,1,0,0,6,80,7,1,1,13,0,0,930
100074_2012,10,100074,1,1,1,8,9,19,0,30,0,1,0,10,2,20,2,20002,4,2007,2G1WT58K2793,2,G,1,W,T,5,8,K,2,7,9,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,5,6,2,30,0,0,0,1,10,19711,1,1,0,0,2,0,66,135,0,1,0,0,0,3,2010,3,2010,0,0,0,0,0,1,2,50,2,1,2,2,40,3,14,12,7,4,5,7,1,0,931
100075_2012,10,100075,1,2,2,16,9,9,52,12,6,1,0,10,1,63,36,63036,6,2007,KNAFG5266770,K,N,A,F,G,5,2,6,6,7,7,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,1,6,2,12,0,0,0,1,10,19720,6,1,0,0,3,3,62,160,0,0,0,1,0,9,2009,9,2009,0,0,0,0,0,2,4,50,1,1,2,1,40,3,1,60,1,1,2,45,0,0,932
100075_2012,10,100075,2,2,2,16,9,9,52,12,6,1,0,10,1,2,404,2404,14,2005,1J4GR48K75C6,1,J,4,G,R,4,8,K,7,5,C,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,11,6,2,12,0,0,0,1,10,19803,6,1,0,0,3,3,71,60,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,4,50,1,1,2,1,40,3,15,10,1,1,2,47,1,0,933
100076_2012,10,100076,1,2,1,29,9,14,38,12,6,1,0,10,1,20,2,20002,4,2001,2G1WF55E3192,2,G,1,W,F,5,5,E,3,1,9,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,0,0,0,12,6,2,12,0,0,0,1,10,19904,6,1,0,0,3,0,68,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,1,1,2,1,0,0,1,66,1,1,1,88,0,0,934
100076_2012,10,100076,2,2,3,29,9,14,38,12,6,1,0,10,1,37,32,37032,4,2012,1HGCP2F48CA1,1,H,G,C,P,2,F,4,8,C,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,11,6,2,12,0,0,0,1,10,19934,6,1,0,0,3,3,74,235,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,35,1,1,1,1,20,3,4,17,1,1,1,89,1,0,935
100077_2012,10,100077,1,1,1,1,10,11,8,42,0,1,0,10,1,37,32,37032,4,2011,1HGCP2F48BA1,1,H,G,C,P,2,F,4,8,B,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,42,0,0,0,1,10,19963,6,1,0,0,3,3,71,230,0,0,0,1,0,5,2012,5,2012,0,99,99,99,99,1,2,50,1,1,2,1,0,0,1,13,1,1,4,1,1,0,936
100078_2012,10,100078,1,1,1,5,10,23,40,8,0,1,1,10,1,24,7,24007,4,2003,1G8AG52F83Z1,1,G,8,A,G,5,2,F,8,3,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,4,1,8,0,0,0,1,10,19801,6,1,0,0,3,0,67,179,0,0,0,2,0,12,2010,12,2010,0,86,0,0,0,2,4,40,1,1,2,1,0,0,1,80,1,1,1,13,0,0,937
100079_2012,10,100079,1,1,6,6,10,12,17,35,0,1,0,10,1,37,401,37401,14,1999,4S6CM58W9X44,4,S,6,C,M,5,8,W,9,X,4,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,3,12,6,2,1,0,0,0,1,10,19703,6,1,0,0,3,0,60,199,0,0,0,1,2,12,2009,1,2012,1,0,0,0,0,3,4,55,1,1,2,1,0,0,1,12,6,2,4,7,1,0,938
100080_2012,10,100080,1,1,2,8,10,11,48,14,0,1,0,10,3,98,806,98806,62,2004,JHBFE2JR241S,J,H,B,F,E,2,J,R,2,4,1,S,0,0,99,999999999,99999999999,2,1,1,1,0,0,0,0,0,0,0,65,0,1,5,12,6,2,1,0,0,0,1,10,19804,6,1,6,3,3,0,69,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,65,1,1,1,1,0,0,15,13,1,2,4,11,1,0,939
100081_2012,10,100081,1,1,1,8,10,22,6,42,0,1,0,10,2,76,705,76705,80,2002,JYA5AHE062A0,J,Y,A,5,A,H,E,0,6,2,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,42,0,0,0,1,10,19968,1,1,0,0,2,0,70,165,0,1,0,3,0,6,2010,10,2011,1,36,0,0,0,1,2,50,2,1,2,2,0,0,14,12,1,2,4,7,1,1,940
100082_2012,10,100082,1,1,2,4,10,14,10,43,0,1,0,10,1,22,2,22002,4,1987,1G2HZ543XHW2,1,G,2,H,Z,5,4,3,X,H,W,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,30,0,0,0,1,10,19945,6,1,0,0,3,3,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,11,1,1,4,1,1,0,941
100083_2012,10,100083,1,2,1,26,9,23,19,12,6,1,0,10,1,53,705,53705,80,2001,JS1GR7HA6121,J,S,1,G,R,7,H,A,6,1,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,12,6,2,12,0,0,0,1,10,19904,6,1,0,0,3,3,70,217,0,0,0,0,0,0,0,0,0,1,6,27,36,0,3,5,45,1,1,2,1,20,3,3,17,4,2,1,86,1,0,942
100083_2012,10,100083,2,2,1,26,9,23,19,12,6,1,0,10,2,52,37,52037,3,2002,4A3AC44G52E0,4,A,3,A,C,4,4,G,5,2,E,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,0,0,0,3,4,3,12,0,0,0,1,10,19904,6,1,0,0,3,0,76,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,45,1,1,2,1,20,3,1,66,1,1,1,87,0,0,943
100084_2012,10,100084,1,3,3,24,10,17,36,12,7,1,0,48,3,98,981,98981,51,2008,2PCG334908C7,2,P,C,G,3,3,4,9,0,8,C,7,0,0,48,044110,48044110,2,21,22,1,0,0,0,0,5,0,0,55,0,0,0,3,4,3,12,0,0,0,1,24,20785,6,1,6,0,3,0,73,209,0,0,0,0,1,10,2012,10,2012,0,0,0,0,0,2,3,55,1,1,2,1,0,0,1,61,1,1,1,44,0,0,944
100084_2012,10,100084,2,3,2,24,10,17,36,12,7,1,0,24,2,20,36,20036,2,1997,2G1WW12M2V92,2,G,1,W,W,1,2,M,2,V,9,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,3,9,6,2,1,0,0,0,1,24,21921,6,1,0,0,3,0,63,138,0,0,0,0,0,0,0,0,0,1,6,27,58,0,2,3,55,1,1,2,1,0,0,15,10,7,2,1,45,1,0,945
100084_2012,10,100084,3,3,1,24,10,17,36,12,7,1,0,24,1,38,402,38402,14,1999,4S2CK58W2X43,4,S,2,C,K,5,8,W,2,X,4,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,99,2,1,54,0,0,0,1,24,21921,6,1,0,0,3,0,70,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,55,1,1,2,1,0,0,1,90,1,1,1,98,0,0,946
100085_2012,10,100085,1,1,1,24,10,21,27,8,0,1,0,24,1,35,47,35047,4,2008,1N4AL21E68N5,1,N,4,A,L,2,1,E,6,8,N,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,2,3,8,0,0,0,1,24,21921,6,1,0,0,3,0,68,140,0,0,0,0,0,0,0,0,0,0,86,0,0,0,2,6,50,1,1,2,1,0,0,1,80,1,1,2,13,0,0,947
100086_2012,10,100086,1,1,1,1,11,1,8,8,0,1,0,34,3,51,881,51881,66,2005,4V4NC9GHX5N4,4,V,4,N,C,9,G,H,X,5,N,4,1,1,34,254707,34254707,3,6,1,1,0,0,0,0,0,0,0,35,0,0,0,12,2,1,8,0,0,0,1,34,8360,6,1,6,1,3,0,999,999,99,99,99,99,99,99,9999,99,9999,0,80,0,0,0,3,2,45,1,2,2,1,0,0,1,80,2,1,2,13,0,1,948
100087_2012,10,100087,1,2,2,3,11,23,15,12,2,1,0,10,0,49,51,49051,4,2010,JTDBT4K34A13,J,T,D,B,T,4,K,3,4,A,1,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,12,6,2,12,0,0,1,1,10,19709,6,1,0,0,3,3,69,215,0,0,0,1,0,2,2010,2,2010,0,0,0,0,0,3,4,55,1,1,2,1,0,0,1,54,1,1,2,51,1,0,949
100087_2012,10,100087,2,2,1,3,11,23,15,12,2,1,0,10,0,12,3,12003,2,2010,1ZVBP8CH2A51,1,Z,V,B,P,8,C,H,2,A,5,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,91,0,0,0,12,6,2,12,0,0,1,1,10,19943,2,1,0,0,2,0,68,180,0,3,3,0,1,9,2011,3,2012,1,51,0,0,0,3,4,55,1,1,2,1,0,0,1,10,1,1,2,50,1,1,950
100088_2012,10,100088,1,1,1,3,11,23,59,42,0,1,0,10,1,20,16,20016,4,2005,1G1JC52F2571,1,G,1,J,C,5,2,F,2,5,7,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,76,0,2,6,12,6,2,42,0,0,0,1,10,19804,6,1,0,0,3,0,63,106,0,0,0,1,0,2,2011,2,2011,1,36,50,0,0,1,2,40,2,2,2,1,0,0,3,13,7,2,5,2,1,1,951
100089_2012,10,100089,2,1,1,8,11,11,48,14,0,1,0,10,1,18,2,18002,4,1997,1G4HP52K9VH5,1,G,4,H,P,5,2,K,9,V,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,8,0,0,0,1,10,19804,1,1,0,0,2,0,68,125,0,2,0,0,0,1,2012,8,2012,1,27,0,0,0,3,4,50,1,1,2,1,0,0,1,13,6,1,4,11,0,1,952
100090_2012,10,100090,1,3,3,8,11,14,54,12,1,1,0,10,1,12,481,12481,32,2000,1FTZF1724YNA,1,F,T,Z,F,1,7,2,4,Y,N,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,10,19720,6,1,0,0,3,0,72,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,45,1,2,2,1,1,3,5,53,1,1,1,98,0,0,953
100090_2012,10,100090,2,3,2,8,11,14,54,12,1,1,0,34,4,35,47,35047,4,2012,1N4AL2AP5CN4,1,N,4,A,L,2,A,P,5,C,N,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,0,0,1,1,34,8302,6,1,0,0,3,0,71,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,45,1,2,2,1,1,3,5,53,1,1,1,21,2,0,954
100090_2012,10,100090,3,3,1,8,11,14,54,12,1,1,0,10,1,12,422,12422,15,2003,1FMPU16L83LC,1,F,M,P,U,1,6,L,8,3,L,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,12,6,2,12,0,0,0,1,10,19702,6,1,0,0,3,0,72,198,0,0,0,0,0,0,0,0,0,1,38,0,0,0,3,4,45,1,2,2,1,1,3,1,18,1,1,1,20,0,0,955
