st_case_year,STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR,idno
240106_2011,24,240106,1,1,0,1,1,1,1,31,0,14,4,2011,5,14,30,0,13,3,SR-190,NULL,154,38.95985,-77.09621389,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1565
240107_2010,24,240107,2,2,NULL,0,NULL,NULL,4,510,50,28,4,2010,4,11,40,0,14,6,"GWYNN OAK AVE","BELLE AVE",0,39.33469444,-76.69401111,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1566
240107_2011,24,240107,3,3,0,0,0,3,3,13,0,21,4,2011,5,12,0,0,16,4,"LONDONTOWN BLVD",NULL,1,39.40726944,-76.94646111,0,12,6,0,4,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,14,0,0,1,0,1567
240108_2010,24,240108,1,1,NULL,0,NULL,NULL,1,3,0,1,5,2010,7,0,46,0,15,3,SR-648,NULL,0,39.21661111,-76.64476667,0,39,0,0,1,1,0,5,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1568
240108_2011,24,240108,1,1,0,0,0,5,5,31,0,15,5,2011,1,3,11,0,3,3,SR-108,NULL,116,39.16943889,-77.09034444,0,30,0,0,1,1,0,4,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,3,1,1569
240109_2010,24,240109,2,2,NULL,1,NULL,NULL,2,43,0,6,5,2010,5,1,20,0,3,3,SR-65,NULL,9,39.47227778,-77.74754167,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,23,0,0,1,1,1570
240109_2011,24,240109,1,1,0,0,0,1,1,45,0,16,5,2011,2,10,33,0,6,4,CO-393,NULL,26,38.4232,-75.54383889,0,31,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1571
240110_2010,24,240110,2,2,NULL,0,NULL,NULL,2,21,0,6,5,2010,5,18,18,0,4,2,US-40,CO-692,6,39.53310833,-77.59514722,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1572
240110_2011,24,240110,1,1,0,1,1,2,2,37,0,12,5,2011,5,1,8,0,14,3,SR-237,NULL,21,38.27995833,-76.49507778,0,15,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1573
240111_2010,24,240111,1,1,NULL,0,NULL,NULL,1,11,0,8,5,2010,7,12,31,0,3,3,SR-313,NULL,259,39.03231944,-75.78686667,0,30,0,0,1,1,0,6,1,6,0,6,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1574
240111_2011,24,240111,1,1,0,0,0,1,1,45,0,19,5,2011,5,21,39,0,4,3,SR-349,NULL,151,38.35633056,-75.75695556,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1575
240112_2010,24,240112,1,1,NULL,1,NULL,NULL,1,13,0,8,5,2010,7,12,31,0,5,4,CO-466,NULL,2,39.54538611,-76.92189167,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1576
240112_2011,24,240112,2,2,0,0,0,2,2,15,0,21,5,2011,7,20,57,0,3,3,SR-273,NULL,49,39.70527222,-76.00273056,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1577
240113_2010,24,240113,1,1,NULL,0,NULL,NULL,1,25,0,8,5,2010,7,15,7,0,6,3,SR-156,NULL,0,39.55346111,-76.23408889,0,30,0,0,1,1,0,6,1,1,0,1,0,0000000,15,4,15,14,99,99,0,0,0,1,0,1578
240113_2011,24,240113,1,1,0,0,0,1,1,11,0,27,5,2011,6,22,5,0,5,6,"MARKET ST",NULL,18,38.88441111,-75.80130833,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1579
240114_2010,24,240114,1,1,NULL,0,NULL,NULL,2,31,0,11,5,2010,3,17,25,0,13,3,SR-97,NULL,154,39.21356944,-77.06115278,0,53,0,0,1,1,0,6,1,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1580
240114_2011,24,240114,2,1,1,0,1,1,2,27,0,21,5,2011,7,2,44,1,11,1,I-95,NULL,25,39.14620278,-76.84357222,0,14,0,0,1,1,0,2,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1581
240115_2010,24,240115,1,1,NULL,0,NULL,NULL,1,25,0,12,5,2010,4,14,24,0,16,4,CO-274,NULL,17,39.49374167,-76.41866667,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,14,35,14,41,99,99,0,0,0,1,0,1582
240115_2011,24,240115,2,1,1,0,3,2,5,33,0,1,5,2011,1,11,3,1,11,1,I-95,NULL,82,38.81811111,-76.90459722,0,14,0,0,1,1,0,2,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1583
240116_2010,24,240116,1,1,NULL,0,NULL,NULL,2,15,0,15,5,2010,7,0,58,0,6,4,CO-67,NULL,26,39.57823889,-76.03204167,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1,1584
240116_2011,24,240116,1,1,0,0,0,3,3,5,0,1,6,2011,4,11,42,0,13,3,SR-146,NULL,15,39.42334722,-76.59735556,0,33,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1585
240117_2010,24,240117,2,2,NULL,0,NULL,NULL,6,33,0,15,5,2010,7,8,42,0,13,2,US-301,SR-978,7,38.89651111,-76.71868889,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1586
240117_2011,24,240117,2,2,0,0,0,4,4,33,0,3,6,2011,6,2,32,1,12,3,SR-5,"SURRATTS RD",65,38.75063611,-76.88013611,0,12,6,0,2,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1587
240118_2010,24,240118,1,1,NULL,0,NULL,NULL,1,13,0,15,5,2010,7,17,59,0,4,4,CO-192,NULL,6,39.70632778,-76.84460278,0,53,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1588
240118_2011,24,240118,2,2,0,0,0,2,2,31,1360,1,6,2011,4,10,40,0,13,3,SR-28,"HURLEY AVE",207,39.08916944,-77.17783889,0,12,99,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1589
240119_2010,24,240119,1,1,NULL,1,NULL,NULL,1,3,0,20,5,2010,5,22,3,1,11,1,I-97,NULL,144,39.16064722,-76.64465833,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1590
240119_2011,24,240119,2,2,0,0,0,2,2,9,0,10,6,2011,6,6,35,0,15,4,CO-110,NULL,0,38.34254722,-76.453975,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1591
240120_2010,24,240120,1,1,NULL,1,NULL,NULL,2,31,0,16,5,2010,1,20,32,0,4,3,SR-118,NULL,57,39.181075,-77.26269444,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1592
240120_2011,24,240120,1,1,0,1,1,1,1,510,50,7,2,2011,2,9,50,0,13,6,"NORTH AVE","AISQUITH ST",0,39.31178889,-76.60266667,0,15,0,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1593
240121_2010,24,240121,2,2,NULL,0,NULL,NULL,2,45,0,25,5,2010,3,12,18,1,2,2,US-50,CO-733,258,38.3852,-75.42268889,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1594
240121_2011,24,240121,2,2,0,0,0,5,5,43,730,12,6,2011,1,20,32,0,14,2,"US-40 AL",NULL,9,39.6204,-77.71316667,0,12,1,0,8,1,0,1,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1595
240122_2010,24,240122,1,1,NULL,0,NULL,NULL,2,15,0,30,5,2010,1,11,5,1,11,1,I-95,NULL,150,39.64221389,-75.8639,0,1,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1596
240122_2011,24,240122,2,2,0,0,0,2,2,510,50,31,3,2011,5,18,47,0,13,6,"MULBERRY ST","SMALLWOOD ST",0,39.29276111,-76.65176111,0,12,6,0,2,2,0,1,3,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1597
240123_2010,24,240123,3,3,NULL,0,NULL,NULL,4,25,0,16,5,2010,1,22,35,0,14,3,SR-543,NULL,85,39.55658333,-76.32993056,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1598
240123_2011,24,240123,1,1,0,0,0,2,2,13,0,16,3,2011,4,11,36,0,5,4,"HARRISVILLE RD",NULL,0,39.42416111,-77.1481,0,42,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1599
240124_2010,24,240124,2,1,NULL,0,NULL,NULL,2,33,0,26,5,2010,4,15,48,1,11,1,I-595,NULL,5,38.946225,-76.85232778,0,14,0,0,1,1,0,2,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1600
240124_2011,24,240124,1,1,0,1,1,1,1,510,50,19,5,2011,5,21,13,0,14,6,"HANOVER ST",NULL,0,39.24790833,-76.612,0,8,0,0,1,1,0,1,9,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1601
240125_2010,24,240125,1,1,NULL,1,NULL,NULL,1,47,0,5,6,2010,7,1,36,0,13,3,SR-528,NULL,62,38.36443889,-75.07212222,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1602
240125_2011,24,240125,2,2,0,0,0,3,3,33,1022,6,5,2011,6,21,54,0,14,3,SR-193,NULL,171,38.90323333,-76.79513056,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1603
240126_2010,24,240126,1,1,NULL,0,NULL,NULL,1,43,0,6,6,2010,1,2,24,0,4,2,US-40,NULL,193,39.64314722,-78.01798333,0,24,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1604
240126_2011,24,240126,1,1,0,2,2,2,2,31,0,23,5,2011,2,21,42,0,13,3,SR-586,"CENTERHILL ST",41,39.05033333,-77.07258889,0,8,0,0,2,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1605
240127_2010,24,240127,1,1,NULL,0,NULL,NULL,1,21,0,26,4,2010,2,0,10,0,5,3,SR-180,NULL,38,39.34777222,-77.60690556,0,41,0,0,1,1,0,6,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1606
240127_2011,24,240127,1,1,0,0,0,1,1,31,0,25,5,2011,4,11,3,0,13,3,SR-124,NULL,109,39.21007778,-77.1705,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1607
240128_2010,24,240128,1,1,NULL,0,NULL,NULL,1,3,0,19,1,2010,3,13,0,0,14,3,SR-175,NULL,49,39.09639722,-76.72100556,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1608
240128_2011,24,240128,1,1,0,0,0,2,2,31,0,8,6,2011,4,2,52,1,11,1,I-495,"SR-190 RAMP",19,38.99130278,-77.15728333,0,24,0,1,5,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1,1609
240129_2010,24,240129,1,1,NULL,0,NULL,NULL,1,33,1620,30,1,2010,7,2,28,0,4,3,SR-382,NULL,97,38.73073611,-76.75565556,0,42,0,0,1,1,0,6,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1610
240129_2011,24,240129,1,1,0,0,0,4,4,39,0,9,3,2011,4,13,35,0,4,3,SR-667,NULL,0,38.04660278,-75.68404167,0,42,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1611
240130_2010,24,240130,2,2,NULL,0,NULL,NULL,4,17,0,14,1,2010,5,14,57,1,2,2,US-301,NULL,10,99.9999,999.9999,0,12,98,0,98,8,0,98,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1612
240130_2011,24,240130,2,2,0,0,0,2,2,21,0,3,5,2011,3,14,28,0,4,3,SR-17,NULL,241,39.555875,-77.52536667,0,12,6,0,4,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1613
240131_2011,24,240131,1,1,0,0,0,2,2,3,0,7,5,2011,7,18,56,0,16,9,"SCOTT AVE",NULL,0,39.14418333,-76.59418056,0,42,0,0,1,1,0,6,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1614
240132_2010,24,240132,1,1,NULL,0,NULL,NULL,2,5,0,9,4,2010,6,22,10,0,13,3,SR-150,NULL,2,39.29903611,-76.49741667,0,33,0,0,1,1,0,4,3,1,0,1,0,0000000,22,10,22,14,99,99,0,0,0,1,1,1615
240132_2011,24,240132,2,2,0,0,0,2,2,33,0,15,6,2011,4,7,38,1,13,2,US-301,CO-108,123,38.78540278,-76.79288889,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1616
240133_2010,24,240133,1,1,NULL,0,NULL,NULL,1,9,0,17,4,2010,7,0,30,0,6,8,"LONG BEACH DR",NULL,0,38.45678056,-76.47780556,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1617
240133_2011,24,240133,2,2,0,0,0,2,2,33,0,17,4,2011,1,17,17,1,11,1,I-595,NULL,2,38.95373611,-76.72611111,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1618
240134_2010,24,240134,1,1,NULL,0,NULL,NULL,1,47,0,18,4,2010,1,20,54,0,5,4,CO-53,NULL,4,38.0511,-75.56791389,0,34,0,0,1,1,0,6,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1619
240134_2011,24,240134,1,1,0,1,1,1,1,3,0,7,6,2011,3,14,23,0,15,3,SR-648,NULL,0,39.17166111,-76.63251389,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1620
240135_2010,24,240135,1,1,NULL,1,NULL,NULL,1,5,0,25,4,2010,1,16,0,0,14,3,SR-7,NULL,26,39.33797222,-76.48895278,0,8,0,0,1,1,0,4,1,1,0,1,0,0000000,16,4,16,5,16,33,0,0,0,1,0,1621
240135_2011,24,240135,1,1,0,0,0,1,1,3,0,9,6,2011,5,3,28,0,6,9,"POLLING HOUSE RD",NULL,0,38.86173333,-76.640325,0,24,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1622
240136_2010,24,240136,1,1,NULL,0,NULL,NULL,1,33,1620,28,4,2010,4,0,31,1,13,2,US-301,NULL,0,38.82497778,-76.73513611,0,24,0,0,1,1,4,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1623
240136_2011,24,240136,1,1,0,0,0,1,1,21,0,10,6,2011,6,14,11,1,11,1,I-70,NULL,218,39.38446667,-77.288475,0,24,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1624
240137_2010,24,240137,2,2,NULL,0,NULL,NULL,2,3,9898,23,4,2010,6,18,13,0,14,3,SR-176,"CANDLEWOOD RD",0,39.15845,-76.70306667,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1625
240137_2011,24,240137,2,2,0,0,0,3,3,21,0,19,6,2011,1,16,38,0,3,3,SR-194,NULL,92,39.56725,-77.29088889,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1626
240138_2010,24,240138,1,1,NULL,1,NULL,NULL,2,5,0,1,5,2010,7,20,38,0,13,2,US-1,NULL,181,39.38205278,-76.50063333,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,20,39,20,43,21,27,0,0,0,1,0,1627
240138_2011,24,240138,1,1,0,0,0,3,3,5,0,19,6,2011,1,1,29,0,15,4,"EARLS RD",NULL,14,39.35354722,-76.39471944,0,30,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1628
240139_2010,24,240139,1,1,NULL,1,NULL,NULL,1,3,0,7,5,2010,6,23,38,0,14,3,SR-713,NULL,0,39.15153611,-76.72072778,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1629
240139_2011,24,240139,2,2,0,0,0,2,2,5,0,24,6,2011,6,15,25,9,99,4,"WEST AYLESBURY RD","FOX TAIL RD",0,39.43506667,-76.62641944,0,12,6,0,2,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1630
240140_2010,24,240140,2,2,NULL,0,NULL,NULL,3,21,0,15,5,2010,7,10,24,1,2,2,US-15,CO-585,300,39.64067778,-77.40154722,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,0,1631
240140_2011,24,240140,1,1,0,0,0,1,1,3,0,3,6,2011,6,0,43,0,5,3,SR-2,NULL,0,38.86684444,-76.61916667,0,30,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1632
240141_2010,24,240141,1,1,NULL,0,NULL,NULL,1,5,0,21,5,2010,6,0,28,0,13,3,SR-146,NULL,2,39.42943056,-76.59573611,0,17,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1633
240141_2011,24,240141,1,1,0,0,0,1,1,13,0,2,7,2011,7,0,15,0,5,3,SR-75,NULL,22,39.56967222,-77.15621111,0,38,0,0,1,1,1,6,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1634
240142_2010,24,240142,1,1,NULL,0,NULL,NULL,1,27,0,24,5,2010,2,5,24,1,1,1,I-70,NULL,121,39.31193889,-76.96450833,0,42,0,0,1,1,0,6,1,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1635
240142_2011,24,240142,2,2,0,0,0,2,2,25,0,6,6,2011,2,13,26,1,12,3,SR-24,"EMMORTON RD",42,39.464825,-76.31386667,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1636
240143_2010,24,240143,2,2,NULL,0,NULL,NULL,6,31,0,16,5,2010,1,20,33,0,15,4,CO-4140,"RIDGE HGTS DR",7,39.17853889,-77.17955556,0,12,6,1,2,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1637
240143_2011,24,240143,1,1,0,0,0,1,1,25,0,13,7,2011,4,1,25,0,4,3,SR-136,NULL,103,39.61934167,-76.25777778,0,24,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1638
240144_2010,24,240144,2,2,NULL,0,NULL,NULL,3,33,0,1,6,2010,3,9,53,1,13,2,US-301,"FRANK TIPPETT RD",64,38.73533889,-76.82601944,0,12,6,1,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1639
240144_2011,24,240144,3,3,0,0,0,3,3,25,0,9,7,2011,7,12,26,0,13,3,SR-24,"ROCKSPRING CHURCH RD",132,39.57423611,-76.38592222,0,12,1,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1640
240145_2010,24,240145,2,2,NULL,1,NULL,NULL,2,3,0,3,6,2010,5,0,58,1,12,2,US-50,NULL,132,39.02531944,-76.46801944,0,8,0,0,1,1,4,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1641
240145_2011,24,240145,2,2,0,0,0,2,2,33,0,11,6,2011,7,4,56,0,13,3,SR-410,"63RD PLACE",48,38.96114444,-76.90773056,0,12,2,0,2,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1642
240146_2010,24,240146,2,2,NULL,0,NULL,NULL,3,11,0,8,6,2010,3,12,41,0,4,3,SR-480,NULL,22,38.93223889,-75.90471389,0,12,6,0,1,1,0,1,1,1,0,1,0,0000000,12,40,12,49,13,31,0,0,0,1,0,1643
240146_2011,24,240146,4,2,2,0,0,2,2,33,1400,11,6,2011,7,21,40,0,15,4,CO-361,NULL,5,38.89844722,-76.89641111,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1644
240147_2010,24,240147,1,1,NULL,1,NULL,NULL,1,37,0,8,6,2010,3,22,47,0,3,3,SR-5,NULL,442,38.49158889,-76.77525,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1645
240147_2011,24,240147,2,2,0,0,0,2,2,5,0,23,6,2011,5,0,28,0,5,3,SR-45,NULL,230,39.68699167,-76.64584444,0,12,6,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,2,1646
240148_2010,24,240148,2,2,NULL,0,NULL,NULL,2,13,0,10,6,2010,5,18,27,1,2,3,SR-3-,"EBBVALE RD",82,39.68539167,-76.89296667,0,12,2,1,2,3,0,1,1,1,0,1,0,0000000,18,25,18,28,18,57,0,0,0,1,0,1647
240148_2011,24,240148,2,2,0,0,0,3,3,33,240,14,6,2011,3,1,16,0,13,3,SR-214,NULL,26,38.88964722,-76.86440833,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1648
240149_2010,24,240149,2,2,NULL,0,NULL,NULL,3,3,0,11,6,2010,6,14,56,0,14,3,SR-168,NULL,0,39.22430833,-76.65929444,0,12,9,0,4,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1649
240149_2011,24,240149,1,1,0,0,0,1,1,33,0,29,6,2011,4,17,26,1,2,2,"US-301 RAMP",NULL,0,38.81276111,-76.73714167,0,58,0,1,5,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1650
240150_2010,24,240150,1,1,NULL,1,NULL,NULL,1,3,0,10,6,2010,5,12,50,0,13,3,SR-450,NULL,0,38.97654167,-76.50869167,0,8,0,0,4,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1651
240150_2011,24,240150,1,1,0,0,0,2,2,5,1615,23,6,2011,5,1,41,1,2,3,SR-30,NULL,48,39.52870556,-76.83756389,0,31,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,2,1,1652
240151_2010,24,240151,2,2,NULL,0,NULL,NULL,5,25,0,13,6,2010,1,18,9,1,11,1,I-95,NULL,77,39.48423611,-76.25164167,0,12,7,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1653
240151_2011,24,240151,1,1,0,1,1,2,2,5,0,26,6,2011,1,2,37,0,13,2,US-40,NULL,210,39.38552778,-76.42089722,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1654
240152_2010,24,240152,1,1,NULL,0,NULL,NULL,1,5,0,11,6,2010,6,0,30,0,16,4,CO-6246,NULL,4,39.44556667,-76.64365278,0,33,0,0,1,1,0,4,3,1,0,1,0,0000000,0,30,0,41,99,99,0,0,0,1,1,1655
240152_2011,24,240152,1,1,0,0,0,1,1,5,0,12,7,2011,3,0,46,0,15,4,CO-4182,NULL,0,39.36735,-76.40995556,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1656
240153_2010,24,240153,1,1,NULL,0,NULL,NULL,1,43,0,18,6,2010,6,18,3,0,5,4,CO-799,NULL,17,39.51907222,-77.767925,0,17,0,0,1,1,0,4,1,1,0,1,0,0000000,17,55,18,5,18,36,0,0,0,1,0,1657
240153_2011,24,240153,1,1,0,0,0,1,1,31,0,10,6,2011,6,21,30,0,13,3,SR-390,NULL,7,39.00406944,-77.04005,0,40,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1658
240154_2010,24,240154,1,1,NULL,0,NULL,NULL,2,9,0,20,6,2010,1,16,53,0,6,4,CO-541,NULL,2,38.46951667,-76.59328333,0,32,0,0,1,1,0,6,1,1,0,1,0,0000000,16,56,17,7,99,99,0,0,0,1,1,1659
240154_2011,24,240154,1,1,0,0,0,1,1,33,0,5,2,2011,7,16,15,1,12,3,SR-4,NULL,20,38.812125,-76.751775,0,42,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,1660
240155_2010,24,240155,3,3,NULL,0,NULL,NULL,6,510,50,16,3,2010,3,11,10,0,13,6,"EASTERN AVE",NULL,0,39.28811111,-76.53160833,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1661
240155_2011,24,240155,1,1,0,1,1,1,1,3,0,14,7,2011,5,8,0,1,13,3,SR-2,NULL,399,39.21312778,-76.61471389,0,9,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1662
240156_2010,24,240156,3,3,NULL,0,NULL,NULL,3,25,0,17,6,2010,5,16,55,0,4,3,SR-147,NULL,26,39.50559722,-76.38592222,0,12,1,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1663
240156_2011,24,240156,1,1,0,1,1,1,1,33,900,31,5,2011,3,23,5,0,13,3,SR-98,NULL,30,39.09538056,-76.84136111,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1664
240157_2010,24,240157,1,1,NULL,1,NULL,NULL,1,13,0,21,6,2010,2,14,55,0,4,3,SR-97,NULL,203,39.62598611,-76.99913889,0,8,0,0,1,1,0,2,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,1665
240157_2011,24,240157,1,1,0,0,0,1,1,5,0,16,7,2011,7,0,22,0,14,4,CO-4096,NULL,2,39.36185833,-76.36668611,0,24,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,1666
240158_2010,24,240158,2,2,NULL,0,NULL,NULL,3,45,0,25,6,2010,6,12,20,1,2,2,US-50,CO-733,258,38.38513056,-75.42234444,0,12,6,1,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,1667
