st_case_year,STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR,idno
110011_2013,11,110011,1,1,0,1,1,1,1,1,10,16,5,2013,5,10,0,0,16,6,"11TH ST NW","U ST NW",0,38.91699444,-77.02701944,0,9,0,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,105
110012_2013,11,110012,2,2,0,0,0,2,2,1,10,22,5,2013,4,19,44,1,11,1,"I-295 N",NULL,0,38.8589,-77.00314722,0,12,7,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,106
110013_2013,11,110013,2,2,0,0,0,5,5,1,10,25,5,2013,7,23,1,0,16,6,"23RD ST","CONSTITUTION AVE",0,38.89206944,-77.05012778,0,12,6,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,107
110014_2013,11,110014,1,1,0,1,1,1,1,1,10,16,5,2013,5,22,0,0,16,6,"K STREET NW","CONNECTICUT AVE NW",0,38.90247778,-77.03933333,0,8,0,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,108
110015_2013,11,110015,1,1,0,1,1,1,1,1,10,12,6,2013,4,15,12,0,16,6,"17TH ST NW","DESALES ST NW",0,38.90470833,-77.03846667,0,8,0,1,2,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,109
110016_2013,11,110016,1,1,0,1,1,5,5,1,10,25,7,2013,5,21,16,0,16,6,"500 EASTERN AVE NE","61ST AVENUE",0,38.89658611,-76.91418333,0,8,0,0,3,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,110
110017_2013,11,110017,3,3,0,0,0,3,3,1,10,29,7,2013,2,10,15,0,16,6,"3000 WISCONSIN AVE NW",NULL,99999,38.93085,-77.07278611,0,12,6,0,4,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,111
110018_2013,11,110018,2,2,0,1,1,2,2,1,10,8,11,2013,6,18,10,0,16,6,"BENNING RD SE","EAST CAPITOL ST SE",99999,38.88963333,-76.93752222,0,8,0,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,112
110019_2013,11,110019,2,2,0,0,0,3,3,1,10,11,11,2013,2,13,0,0,16,6,"SUITLAND PKWY SE","FIRTH STERLING AVE SE",0,38.86239167,-76.99772222,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,113
110020_2013,11,110020,1,1,0,0,0,1,1,1,10,30,12,2013,2,23,45,1,11,1,"I-295 N",NULL,99999,38.89125278,-76.95513889,0,42,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,114
240001_2013,24,240001,3,3,0,0,0,5,5,33,170,1,1,2013,3,17,54,0,13,3,SR-214,NULL,118,38.90229722,-76.69453611,0,12,11,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,115
240002_2013,24,240002,1,1,0,1,1,1,1,21,0,6,1,2013,1,19,28,0,6,4,CR-1234,NULL,16,39.52173611,-77.41639167,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,116
240003_2013,24,240003,1,1,0,2,2,1,1,15,1130,9,1,2013,4,9,1,0,13,2,US-40,NULL,39,39.58245833,-76.02571944,0,26,0,0,1,1,1,1,1,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,2,0,117
240004_2013,24,240004,1,1,0,1,1,1,1,5,0,8,1,2013,3,9,42,0,14,3,SR-542,NULL,0,39.38399722,-76.57758333,0,8,0,0,1,1,0,7,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,118
240005_2013,24,240005,1,1,0,1,1,1,1,5,0,5,1,2013,7,18,56,0,13,2,US-40,"HOLLY DRIVE",183,39.34495,-76.46493889,0,8,0,0,3,3,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,119
240006_2013,24,240006,2,2,0,0,0,2,2,43,252,13,1,2013,1,10,0,0,4,3,SR-491,NULL,79,39.71216111,-77.49362222,0,12,2,0,1,1,0,1,1,5,0,5,0,0000000,99,99,99,99,99,99,0,0,0,1,0,120
240007_2013,24,240007,1,1,0,0,0,2,2,13,1100,13,1,2013,1,23,6,0,3,3,SR-31,NULL,29,39.54848889,-77.06796667,0,30,0,0,1,1,0,4,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,121
240008_2013,24,240008,1,1,0,1,1,1,1,5,1683,15,1,2013,3,6,48,0,13,3,SR-26,"LIBERTY PLACE RD",69,39.35816111,-76.77019722,0,8,0,0,3,3,0,1,3,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,122
240009_2013,24,240009,2,2,0,0,0,3,3,9,1285,15,1,2013,3,21,35,1,2,3,SR-4,NULL,162,38.51158889,-76.56494444,0,12,6,0,1,1,0,1,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1,123
240010_2013,24,240010,1,1,0,0,0,1,1,9,1285,18,1,2013,6,8,33,0,6,4,CR-49,NULL,0,38.53123333,-76.63545833,0,42,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,124
240011_2013,24,240011,2,2,0,0,0,2,2,13,0,21,1,2013,2,6,25,1,2,3,SR-140,NULL,8,39.49146389,-76.88528333,0,12,2,0,8,1,0,1,4,1,0,1,0,0000000,99,99,99,99,99,99,20,0,0,1,1,125
240012_2013,24,240012,2,2,0,0,0,3,3,5,0,15,1,2013,3,20,59,0,16,4,CR-8458,"BANK ST",0,39.28947222,-76.52912222,0,12,6,0,3,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,126
240013_2013,24,240013,1,1,0,0,0,1,1,31,0,22,1,2013,3,5,16,1,11,1,I-270,NULL,83,39.10715833,-77.18441389,0,25,0,0,1,1,0,3,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,127
240014_2013,24,240014,2,2,0,0,0,2,2,21,0,22,1,2013,3,6,30,0,3,3,SR-26,NULL,135,39.47774722,-77.17403611,0,12,2,0,1,1,0,1,4,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,128
240015_2013,24,240015,2,2,0,0,0,2,2,43,0,25,1,2013,6,17,55,1,2,2,US-340,NULL,0,39.33141111,-77.68562222,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,129
240016_2013,24,240016,1,1,0,1,1,1,1,15,0,28,1,2013,2,21,45,0,3,2,US-40,NULL,31,39.58020833,-76.03539167,0,8,0,0,1,1,0,2,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,130
240017_2013,24,240017,4,4,0,0,0,4,4,5,0,30,1,2013,4,18,13,0,14,3,SR-7,NULL,13,39.32507222,-76.50815556,0,12,8,0,1,1,0,1,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1,131
240018_2013,24,240018,1,1,0,1,1,1,1,5,0,12,1,2013,7,18,48,0,14,4,CR-3482,NULL,25,39.38908889,-76.54148056,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,132
240019_2013,24,240019,2,2,0,0,0,3,3,35,270,1,2,2013,6,11,15,0,4,3,SR-309,NULL,14,38.93386389,-75.96744167,0,12,6,0,1,1,0,1,1,11,0,11,0,0000000,99,99,99,99,99,99,0,0,0,1,0,133
240020_2013,24,240020,1,1,0,0,0,1,1,25,0,2,2,2013,7,12,43,0,3,2,US-40,NULL,95,39.48090833,-76.21503056,0,52,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,134
240021_2013,24,240021,1,1,0,1,1,1,1,33,170,7,2,2013,5,0,48,1,13,2,US-301,NULL,208,38.90931389,-76.71798611,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,135
240022_2013,24,240022,3,3,0,0,0,5,5,25,0,28,1,2013,2,4,44,1,11,1,I-95,NULL,40,39.45128889,-76.32202778,0,12,7,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,136
240023_2013,24,240023,1,1,0,0,0,1,1,33,0,8,1,2013,3,12,11,0,15,4,CR-414,NULL,11,38.80407222,-76.98411667,0,33,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,137
240024_2013,24,240024,2,2,0,0,0,2,2,13,0,11,2,2013,2,6,51,0,15,4,CR-142,NULL,48,39.62734444,-76.9333,0,12,98,0,1,1,0,1,1,1,0,1,1,0000000,99,99,99,99,88,88,0,0,0,1,0,138
240025_2013,24,240025,2,2,0,0,0,2,2,43,0,14,2,2013,5,13,7,1,11,1,"I-81 RAMP",NULL,65,39.65198333,-77.74862778,0,12,2,1,5,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,139
240026_2013,24,240026,2,2,0,0,0,2,2,3,0,14,2,2013,5,7,44,0,15,4,CR-1041,NULL,9,39.04518611,-76.6844,0,12,6,0,1,1,0,1,1,4,0,4,0,0000000,99,99,99,99,88,88,0,0,0,1,0,140
240027_2013,24,240027,1,1,0,1,1,1,1,15,0,15,2,2013,6,19,14,0,3,2,US-40,NULL,91,39.61275,-75.92812222,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,141
240028_2013,24,240028,1,1,0,0,0,1,1,15,0,17,2,2013,1,3,5,0,3,3,SR-222,"CONOWINGO RD",113,39.66767222,-76.17006389,0,39,0,0,3,3,0,4,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,142
240029_2013,24,240029,1,1,0,0,0,1,1,3,0,16,2,2013,7,1,33,0,16,4,CR-3184,"EDGEMONT ST",0,38.90936389,-76.51771667,0,19,0,0,3,3,0,5,3,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1,143
240030_2013,24,240030,1,1,0,1,1,1,1,510,50,30,1,2013,4,23,34,9,99,6,"IMLA ST",NULL,0,39.28808611,-76.53904722,0,8,0,0,1,1,0,1,3,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,144
240031_2013,24,240031,1,1,0,0,0,1,1,43,0,19,2,2013,3,8,50,1,11,1,I-70,NULL,99,39.65546389,-78.05078056,0,42,0,0,1,1,0,3,1,4,0,4,0,0000000,99,99,99,99,88,88,0,0,0,1,0,145
240032_2013,24,240032,1,1,0,1,1,1,1,5,0,5,2,2013,3,5,24,0,14,3,SR-122,NULL,15,39.31193056,-76.72815,0,8,0,0,1,1,0,1,3,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,0,146
240033_2013,24,240033,2,1,1,1,3,1,3,5,0,21,2,2013,5,5,36,1,11,1,I-95,NULL,271,39.36670278,-76.510225,0,14,0,0,1,1,0,2,2,1,0,1,0,0000000,99,99,99,99,99,99,23,0,0,1,0,147
240034_2013,24,240034,3,3,0,0,0,5,5,25,0,21,2,2013,5,15,31,0,13,3,SR-23,CO-225,26,39.57556111,-76.40069444,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,148
240035_2013,24,240035,1,1,0,0,0,1,1,33,565,23,2,2013,7,4,55,1,12,3,SR-210,NULL,68,38.72380556,-76.99016389,0,42,0,0,1,1,0,6,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1,149
240036_2013,24,240036,2,2,0,0,0,2,2,5,0,22,2,2013,6,0,30,1,11,1,I-695,NULL,140,39.38833056,-76.72705556,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,150
240037_2013,24,240037,1,1,0,1,1,1,1,510,50,22,2,2013,6,10,31,0,14,6,MU-955,NULL,0,39.30593611,-76.57968611,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,151
240038_2013,24,240038,1,1,0,0,0,2,2,11,440,23,2,2013,7,13,8,1,2,3,SR-404,NULL,44,38.90761111,-75.88246111,0,53,0,0,1,1,0,4,1,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,152
240039_2013,24,240039,1,1,0,0,0,1,1,45,0,25,2,2013,2,9,4,1,2,2,US-50,NULL,75,38.44674167,-75.69805556,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,153
240040_2013,24,240040,2,1,1,1,1,2,2,33,1175,20,2,2013,4,19,34,0,16,4,CR-660,NULL,1,38.81941111,-76.99732222,0,5,0,0,1,1,0,7,3,1,0,1,0,0000000,99,99,99,99,99,99,17,0,0,1,0,154
240041_2013,24,240041,2,2,0,0,0,3,3,33,0,26,2,2013,3,1,38,1,11,1,I-95,NULL,158,38.90344722,-76.85076667,0,12,2,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,155
240042_2013,24,240042,2,2,0,0,0,2,2,5,0,26,2,2013,3,20,22,0,13,3,SR-140,NULL,84,39.45106389,-76.8191,0,12,2,0,1,1,0,1,3,2,0,2,0,0000000,99,99,99,99,99,99,20,0,0,1,0,156
240043_2013,24,240043,1,1,0,0,0,1,1,45,1380,27,2,2013,4,17,20,0,6,4,CR-422,"DELAWARE AVE",24,38.37186111,-75.607275,0,58,0,0,3,2,0,5,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,157
240044_2013,24,240044,2,2,0,0,0,2,2,9,0,2,3,2013,7,13,29,0,4,3,SR-261,NULL,8,38.62663611,-76.54064444,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,158
240045_2013,24,240045,1,1,0,1,1,1,1,3,1192,4,3,2013,2,19,44,1,13,3,SR-2,NULL,0,39.12287778,-76.58697222,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,159
240046_2013,24,240046,1,1,0,0,0,1,1,45,0,7,3,2013,5,22,33,0,13,4,CR-1106,NULL,7,38.34353333,-75.60944167,0,30,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,20,0,0,1,0,160
240047_2013,24,240047,2,2,0,0,0,4,4,17,0,1,2,2013,6,12,15,0,4,4,CR-155,NULL,21,38.60786111,-77.0308,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,161
240048_2013,24,240048,1,1,0,0,0,3,3,31,0,1,2,2013,6,16,27,0,16,4,CR-130,NULL,13,39.12663611,-77.05505278,0,35,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,162
240049_2013,24,240049,1,1,0,1,1,2,2,31,0,11,2,2013,2,22,20,0,13,3,SR-97,"HEATHFIELD RD",72,39.08752222,-77.07973889,0,8,0,0,2,2,0,1,3,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0,163
240050_2013,24,240050,1,1,0,1,1,1,1,31,0,26,2,2013,3,20,15,0,13,3,SR-185,"EVERTON ST",64,39.05843611,-77.07306389,0,8,0,0,2,2,0,1,3,2,0,2,0,0000000,20,1,20,12,20,25,0,0,0,1,0,164
240051_2013,24,240051,2,2,0,0,0,2,2,23,0,8,3,2013,6,12,30,0,3,3,SR-135,"SAND FLAT RD",45,39.42856944,-79.33089722,0,12,8,0,2,2,0,1,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0,165
240052_2013,24,240052,2,2,0,0,0,2,2,3,0,9,3,2013,7,5,44,0,3,3,SR-260,NULL,2,38.73494444,-76.62209722,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,166
240053_2013,24,240053,2,2,0,0,0,2,2,3,0,10,3,2013,1,13,38,1,13,3,SR-3,NULL,20,39.02261389,-76.69369722,0,12,6,0,8,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,167
240054_2013,24,240054,2,2,0,0,0,2,2,25,0,11,3,2013,2,5,45,0,14,2,US-1,NULL,196,39.67626111,-76.16209722,0,12,6,0,1,1,0,1,1,5,0,5,0,0000000,99,99,99,99,99,99,0,0,0,1,0,168
240055_2013,24,240055,1,1,0,1,1,1,1,43,0,11,3,2013,2,20,52,0,3,3,SR-65,NULL,94,39.58933056,-77.73201111,0,8,0,0,8,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,169
240056_2013,24,240056,1,1,0,1,1,3,3,31,0,10,3,2013,1,21,8,0,15,4,CR-637,CR-629,5,38.99166389,-77.02398611,0,9,0,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,170
240057_2013,24,240057,1,1,0,0,0,1,1,33,0,13,3,2013,4,18,24,0,13,3,SR-214,NULL,108,38.89789722,-76.71441944,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,171
240058_2013,24,240058,2,2,0,0,0,2,2,25,0,13,3,2013,4,8,17,1,12,3,SR-24,CO-216,62,39.49242778,-76.32692778,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,172
240059_2013,24,240059,1,1,0,1,1,1,1,3,1192,14,3,2013,5,6,51,0,13,3,SR-173,"PITTMAN DRIVE",85,99.9999,999.9999,0,8,0,0,3,2,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,173
240060_2013,24,240060,1,1,0,1,1,1,1,5,0,14,3,2013,5,7,30,1,11,1,I-695,NULL,50,39.28167778,-76.73027778,0,8,0,0,1,1,0,2,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,174
240061_2013,24,240061,2,2,0,0,0,2,2,37,0,15,3,2013,6,8,2,0,3,3,SR-5,NULL,226,38.24697222,-76.58750278,0,12,2,0,1,1,0,1,1,1,0,1,1,0000000,99,99,99,99,99,99,0,0,0,1,0,175
240062_2013,24,240062,1,1,0,2,2,1,1,33,1175,14,3,2013,5,16,59,0,13,3,SR-414,NULL,24,38.81873611,-76.95923056,0,8,0,0,1,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,176
240063_2013,24,240063,1,1,0,0,0,1,1,21,0,18,3,2013,2,6,15,0,14,3,SR-75,NULL,225,39.55224167,-77.18228056,0,30,0,0,1,1,0,4,4,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,177
240064_2013,24,240064,2,2,0,0,0,3,3,13,0,18,3,2013,2,18,44,0,4,4,CR-247,NULL,45,39.59014167,-77.07383611,0,12,2,0,1,1,0,1,2,4,3,4,0,0000000,99,99,99,99,99,99,0,0,0,1,0,178
240065_2013,24,240065,1,1,0,1,1,1,1,5,0,19,3,2013,3,21,46,0,14,4,CR-5677,NULL,2,39.24351944,-76.45161111,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,179
240066_2013,24,240066,1,1,0,0,0,1,1,5,0,20,3,2013,4,16,33,1,11,1,I-95,NULL,27,39.34487778,-76.50970278,0,25,0,0,1,1,0,3,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,180
240067_2013,24,240067,1,1,0,1,1,1,1,31,630,21,3,2013,5,6,26,0,14,3,SR-117,NULL,107,39.14684722,-77.22993333,0,8,0,0,1,1,0,1,1,1,0,1,1,0000000,99,99,99,99,88,88,0,0,0,1,0,181
240068_2013,24,240068,1,1,0,0,0,2,2,33,1558,17,3,2013,1,5,15,0,14,4,CR-123,"SALIMA RD",49,38.76118056,-76.92365833,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,182
240069_2013,24,240069,1,1,0,0,0,1,1,33,830,18,3,2013,2,12,41,0,14,3,SR-704,NULL,45,38.94046944,-76.8543,0,24,0,0,1,1,0,4,1,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,1,183
240070_2013,24,240070,1,1,0,1,1,1,1,33,0,27,3,2013,4,3,20,1,11,1,I-495,NULL,165,38.91826944,-76.85118889,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,184
240071_2013,24,240071,3,3,0,0,0,4,4,33,1558,7,3,2013,5,12,1,0,15,4,CR-126,CO-2975,52,38.79521944,-76.91543611,0,12,7,0,3,3,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1,185
240072_2013,24,240072,2,2,0,0,0,3,3,5,0,28,1,2013,2,15,42,1,11,1,I-695,NULL,18,39.32718333,-76.48291111,0,12,6,1,5,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,186
240073_2013,24,240073,2,2,0,0,0,5,5,17,0,28,3,2013,5,12,47,0,15,4,CR-5496,NULL,2,38.28092222,-76.86001389,0,12,6,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,187
240074_2013,24,240074,1,1,0,0,0,4,4,3,0,31,3,2013,1,0,37,0,15,4,CR-4596,NULL,0,39.06193333,-76.72745,0,30,0,0,1,1,0,4,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,3,1,188
240075_2013,24,240075,1,1,0,0,0,1,1,43,0,31,3,2013,1,15,14,0,3,2,US-40,NULL,1,39.65854722,-77.881525,0,35,0,0,1,1,0,6,1,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1,189
240076_2013,24,240076,3,2,1,1,1,4,4,33,879,4,3,2013,2,11,44,0,13,3,SR-202,NULL,113,38.92740556,-76.88085,0,12,7,0,1,1,1,1,1,1,0,1,0,0000000,99,99,99,99,99,99,3,15,0,1,0,190
240077_2013,24,240077,2,2,0,0,0,2,2,17,0,7,4,2013,1,4,24,1,2,2,US-301,NULL,99,38.46486667,-76.98980833,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,2,1,191
240078_2013,24,240078,1,1,0,1,1,1,1,31,0,22,1,2013,3,18,15,0,14,4,CR-4359,NULL,0,39.05543889,-76.95471389,0,8,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,192
240079_2013,24,240079,1,1,0,0,0,2,2,9,0,22,1,2013,3,23,16,0,5,3,SR-262,NULL,12,38.65748611,-76.663075,0,1,0,0,1,1,0,5,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,193
240080_2013,24,240080,1,1,0,0,0,1,1,21,0,11,1,2013,6,20,37,0,16,4,CR-821,"LYNN BURKE RD",0,39.37416389,-77.23189444,0,21,0,0,3,4,0,6,2,5,0,5,0,0000000,99,99,99,99,88,88,0,0,0,1,1,194
240081_2013,24,240081,1,1,0,1,1,1,1,31,0,7,2,2013,5,22,30,1,13,2,US-29,"OAK LEAF DRIVE",45,39.04091944,-76.99585833,0,8,0,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,195
240082_2013,24,240082,2,2,0,0,0,4,4,33,885,25,3,2013,2,7,47,0,14,3,SR-564,NULL,26,38.98529167,-76.82298889,0,12,6,0,1,1,0,1,1,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,2,1,196
240083_2013,24,240083,1,1,0,0,0,1,1,31,0,22,3,2013,6,12,20,0,14,4,CR-212,NULL,65,39.14711389,-77.14588333,0,33,0,0,1,1,0,6,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,197
240084_2013,24,240084,1,1,0,0,0,1,1,31,0,24,3,2013,1,1,6,0,3,3,SR-108,NULL,60,39.24753333,-77.14353333,0,42,0,0,1,1,0,6,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,198
240085_2013,24,240085,1,1,0,0,0,2,2,3,0,13,3,2013,4,23,7,0,14,4,CR-17,NULL,0,39.22329444,-76.66536944,0,53,0,0,1,1,0,6,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,199
240086_2013,24,240086,1,1,0,1,1,1,1,510,50,5,1,2013,7,14,25,0,13,3,SR-45,"WOODBOURNE AVE",0,39.35540556,-76.60975278,0,8,0,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,200
240087_2013,24,240087,2,2,0,0,0,2,2,25,0,4,4,2013,5,5,55,0,3,3,SR-136,CR-716,71,39.57265556,-76.25506944,0,12,6,0,2,3,4,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,201
240088_2013,24,240088,2,2,0,0,0,3,3,45,0,4,4,2013,5,19,4,0,14,3,SR-350,CR-733,81,38.33511944,-75.44123889,0,12,2,0,2,2,0,1,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,202
240089_2013,24,240089,2,2,0,0,0,3,3,3,0,6,4,2013,7,5,40,1,12,3,SR-100,NULL,0,39.16800833,-76.72665278,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,203
240090_2013,24,240090,2,2,0,0,0,2,2,31,0,6,4,2013,7,2,31,0,14,3,SR-117,"MATENY RD",84,39.15644722,-77.26645,0,12,2,0,2,2,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,204
240091_2013,24,240091,1,1,0,0,0,1,1,31,0,9,4,2013,3,13,4,1,13,2,US-29,NULL,122,39.13221944,-76.93164167,0,1,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,205
240092_2013,24,240092,1,1,0,0,0,1,1,17,0,17,4,2013,4,21,44,0,6,4,CR-158,NULL,0,38.50632222,-77.16795,0,42,0,0,1,1,0,6,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,206
240093_2013,24,240093,2,2,0,0,0,2,2,33,1330,3,4,2013,4,20,34,0,12,3,SR-201,NULL,47,38.97164444,-76.91560278,0,12,1,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,207
240094_2013,24,240094,2,2,0,0,0,2,2,5,0,4,4,2013,5,14,39,0,15,4,CR-7,NULL,17,39.427775,-76.76474167,0,11,0,0,1,1,0,1,1,1,0,1,0,0000000,99,99,99,99,88,88,14,0,0,1,0,208
240095_2013,24,240095,1,1,0,0,0,1,1,45,0,6,4,2013,7,21,44,0,6,4,CR-76,NULL,21,38.33455833,-75.86025556,0,42,0,0,1,1,0,4,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1,209
240096_2013,24,240096,2,1,1,1,1,1,1,510,50,9,4,2013,3,14,7,0,16,6,"HOLIDAY STREET","LEXINGTON STREET",0,39.29125833,-76.61023333,0,30,0,0,3,2,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,14,0,0,1,0,210
